Image,Letter,White_0_0,Black_0_0,White_Density_0_0,Black_Density_0_0,White_0_1,Black_0_1,White_Density_0_1,Black_Density_0_1,White_0_2,Black_0_2,White_Density_0_2,Black_Density_0_2,White_1_0,Black_1_0,White_Density_1_0,Black_Density_1_0,White_1_1,Black_1_1,White_Density_1_1,Black_Density_1_1,White_1_2,Black_1_2,White_Density_1_2,Black_Density_1_2,White_2_0,Black_2_0,White_Density_2_0,Black_Density_2_0,White_2_1,Black_2_1,White_Density_2_1,Black_Density_2_1,White_2_2,Black_2_2,White_Density_2_2,Black_Density_2_2,Total_White_Pixels,Total_Black_Pixels,Total_White_Density,Total_Black_Density
big_char_1496.png,,42,6,0.88,0.12,32,16,0.67,0.33,48,0,1.00,0.00,42,6,0.88,0.12,29,19,0.60,0.40,46,2,0.96,0.04,42,6,0.88,0.12,30,18,0.62,0.38,40,8,0.83,0.17,351,81,0.71,0.16
big_char_1482.png,J,16,0,1.00,0.00,9,7,0.56,0.44,6,10,0.38,0.62,16,0,1.00,0.00,9,7,0.56,0.44,14,2,0.88,0.12,12,4,0.75,0.25,6,10,0.38,0.62,12,4,0.75,0.25,100,44,0.55,0.24
big_char_856.png,G,21,3,0.88,0.12,15,9,0.62,0.38,15,9,0.62,0.38,11,13,0.46,0.54,18,6,0.75,0.25,13,11,0.54,0.46,23,1,0.96,0.04,18,6,0.75,0.25,15,9,0.62,0.38,149,67,0.59,0.27
big_char_1247.png,,42,6,0.88,0.12,40,8,0.83,0.17,40,8,0.83,0.17,39,9,0.81,0.19,25,23,0.52,0.48,48,0,1.00,0.00,41,7,0.85,0.15,26,22,0.54,0.46,42,6,0.88,0.12,343,89,0.69,0.18
big_char_1521.png,,10,6,0.62,0.38,16,0,1.00,0.00,14,2,0.88,0.12,6,10,0.38,0.62,9,7,0.56,0.44,8,8,0.50,0.50,6,10,0.38,0.62,12,4,0.75,0.25,7,9,0.44,0.56,88,56,0.56,0.36
big_char_1535.png,,46,2,0.96,0.04,46,2,0.96,0.04,43,5,0.90,0.10,44,4,0.92,0.08,26,22,0.54,0.46,42,6,0.88,0.12,48,0,1.00,0.00,38,10,0.79,0.21,48,0,1.00,0.00,381,51,0.85,0.11
big_char_739.png,Z,17,3,0.85,0.15,8,12,0.40,0.60,20,0,1.00,0.00,14,6,0.70,0.30,7,13,0.35,0.65,12,8,0.60,0.40,12,8,0.60,0.40,11,9,0.55,0.45,14,6,0.70,0.30,115,65,0.55,0.31
big_char_76.png,,2,0,1.00,0.00,1,1,0.50,0.50,1,1,0.50,0.50,2,0,1.00,0.00,0,2,0.00,1.00,1,1,0.50,0.50,2,0,1.00,0.00,0,2,0.00,1.00,2,0,1.00,0.00,11,7,0.39,0.25
big_char_1284.png,,42,6,0.88,0.12,41,7,0.85,0.15,40,8,0.83,0.17,32,16,0.67,0.33,46,2,0.96,0.04,48,0,1.00,0.00,34,14,0.71,0.29,31,17,0.65,0.35,45,3,0.94,0.06,359,73,0.73,0.15
big_char_936.png,X,14,2,0.88,0.12,13,3,0.81,0.19,8,8,0.50,0.50,16,0,1.00,0.00,3,13,0.19,0.81,13,3,0.81,0.19,8,8,0.50,0.50,9,7,0.56,0.44,15,1,0.94,0.06,99,45,0.54,0.25
big_char_922.png,A,20,0,1.00,0.00,12,8,0.60,0.40,14,6,0.70,0.30,12,8,0.60,0.40,10,10,0.50,0.50,7,13,0.35,0.65,11,9,0.55,0.45,16,4,0.80,0.20,12,8,0.60,0.40,114,66,0.54,0.31
big_char_1290.png,H,4,0,1.00,0.00,4,0,1.00,0.00,1,3,0.25,0.75,4,0,1.00,0.00,4,0,1.00,0.00,0,4,0.00,1.00,4,0,1.00,0.00,2,2,0.50,0.50,0,4,0.00,1.00,23,13,0.33,0.19
big_char_1079.png,,40,8,0.83,0.17,38,10,0.79,0.21,40,8,0.83,0.17,41,7,0.85,0.15,30,18,0.62,0.38,36,12,0.75,0.25,39,9,0.81,0.19,32,16,0.67,0.33,44,4,0.92,0.08,340,92,0.69,0.19
big_char_261.png,P,12,0,1.00,0.00,6,6,0.50,0.50,6,6,0.50,0.50,9,3,0.75,0.25,3,9,0.25,0.75,6,6,0.50,0.50,6,6,0.50,0.50,9,3,0.75,0.25,12,0,1.00,0.00,69,39,0.48,0.27
big_char_507.png,M,16,4,0.80,0.20,18,2,0.90,0.10,10,10,0.50,0.50,18,2,0.90,0.10,10,10,0.50,0.50,9,11,0.45,0.55,14,6,0.70,0.30,15,5,0.75,0.25,11,9,0.55,0.45,121,59,0.67,0.33
big_char_1723.png,U,44,4,0.92,0.08,44,4,0.92,0.08,38,10,0.79,0.21,34,14,0.71,0.29,40,8,0.83,0.17,40,8,0.83,0.17,43,5,0.90,0.10,27,21,0.56,0.44,45,3,0.94,0.06,355,77,0.72,0.16
big_char_1045.png,U,41,7,0.85,0.15,41,7,0.85,0.15,40,8,0.83,0.17,43,5,0.90,0.10,39,9,0.81,0.19,39,9,0.81,0.19,46,2,0.96,0.04,28,20,0.58,0.42,48,0,1.00,0.00,365,67,0.70,0.13
big_char_1737.png,,41,7,0.85,0.15,20,28,0.42,0.58,33,15,0.69,0.31,48,0,1.00,0.00,23,25,0.48,0.52,37,11,0.77,0.23,48,0,1.00,0.00,30,18,0.62,0.38,48,0,1.00,0.00,328,104,0.69,0.22
big_char_1086.png,,34,14,0.71,0.29,33,15,0.69,0.31,40,8,0.83,0.17,45,3,0.94,0.06,25,23,0.52,0.48,40,8,0.83,0.17,48,0,1.00,0.00,33,15,0.69,0.31,48,0,1.00,0.00,346,86,0.67,0.17
big_char_1092.png,,40,8,0.83,0.17,32,16,0.67,0.33,40,8,0.83,0.17,48,0,1.00,0.00,31,17,0.65,0.35,36,12,0.75,0.25,41,7,0.85,0.15,33,15,0.69,0.31,36,12,0.75,0.25,337,95,0.65,0.18
big_char_244.png,,47,1,0.98,0.02,43,5,0.90,0.10,48,0,1.00,0.00,35,13,0.73,0.27,31,17,0.65,0.35,48,0,1.00,0.00,40,8,0.83,0.17,31,17,0.65,0.35,48,0,1.00,0.00,371,61,0.78,0.13
big_char_1048.png,V,43,5,0.90,0.10,47,1,0.98,0.02,48,0,1.00,0.00,42,6,0.88,0.12,32,16,0.67,0.33,32,16,0.67,0.33,44,4,0.92,0.08,32,16,0.67,0.33,48,0,1.00,0.00,368,64,0.74,0.13
big_char_250.png,E,42,6,0.88,0.12,44,4,0.92,0.08,48,0,1.00,0.00,34,14,0.71,0.29,36,12,0.75,0.25,48,0,1.00,0.00,40,8,0.83,0.17,40,8,0.83,0.17,42,6,0.88,0.12,374,58,0.76,0.12
big_char_536.png,,13,7,0.65,0.35,20,0,1.00,0.00,14,6,0.70,0.30,9,11,0.45,0.55,15,5,0.75,0.25,6,14,0.30,0.70,14,6,0.70,0.30,20,0,1.00,0.00,8,12,0.40,0.60,119,61,0.61,0.31
big_char_1712.png,K,48,0,1.00,0.00,45,3,0.94,0.06,48,0,1.00,0.00,45,3,0.94,0.06,21,27,0.44,0.56,40,8,0.83,0.17,45,3,0.94,0.06,25,23,0.52,0.48,35,13,0.73,0.27,352,80,0.74,0.17
big_char_278.png,B,18,0,1.00,0.00,10,8,0.56,0.44,9,9,0.50,0.50,9,9,0.50,0.50,13,5,0.72,0.28,7,11,0.39,0.61,9,9,0.50,0.50,14,4,0.78,0.22,9,9,0.50,0.50,98,64,0.49,0.32
big_char_1074.png,,42,6,0.88,0.12,46,2,0.96,0.04,44,4,0.92,0.08,41,7,0.85,0.15,25,23,0.52,0.48,42,6,0.88,0.12,42,6,0.88,0.12,31,17,0.65,0.35,48,0,1.00,0.00,361,71,0.73,0.14
big_char_1060.png,,15,5,0.75,0.25,18,2,0.90,0.10,9,11,0.45,0.55,18,2,0.90,0.10,4,16,0.20,0.80,16,4,0.80,0.20,15,5,0.75,0.25,19,1,0.95,0.05,10,10,0.50,0.50,124,56,0.59,0.27
big_char_1706.png,S,37,11,0.77,0.23,24,24,0.50,0.50,37,11,0.77,0.23,34,14,0.71,0.29,25,23,0.52,0.48,42,6,0.88,0.12,44,4,0.92,0.08,16,32,0.33,0.67,41,7,0.85,0.15,300,132,0.63,0.28
big_char_1289.png,,9,6,0.60,0.40,14,1,0.93,0.07,9,6,0.60,0.40,5,10,0.33,0.67,9,6,0.60,0.40,1,14,0.07,0.93,10,5,0.67,0.33,11,4,0.73,0.27,7,8,0.47,0.53,75,60,0.45,0.36
big_char_90.png,V,9,7,0.56,0.44,7,9,0.44,0.56,7,9,0.44,0.56,16,0,1.00,0.00,7,9,0.44,0.56,16,0,1.00,0.00,16,0,1.00,0.00,12,4,0.75,0.25,16,0,1.00,0.00,106,38,0.68,0.24
big_char_913.png,F,46,2,0.96,0.04,33,15,0.69,0.31,40,8,0.83,0.17,45,3,0.94,0.06,19,29,0.40,0.60,46,2,0.96,0.04,45,3,0.94,0.06,42,6,0.88,0.12,48,0,1.00,0.00,364,68,0.77,0.14
big_char_1538.png,,38,10,0.79,0.21,40,8,0.83,0.17,42,6,0.88,0.12,48,0,1.00,0.00,27,21,0.56,0.44,44,4,0.92,0.08,43,5,0.90,0.10,32,16,0.67,0.33,39,9,0.81,0.19,353,79,0.71,0.16
big_char_734.png,,3,0,1.00,0.00,2,1,0.67,0.33,0,3,0.00,1.00,3,0,1.00,0.00,0,3,0.00,1.00,0,3,0.00,1.00,3,0,1.00,0.00,2,1,0.67,0.33,1,2,0.33,0.67,14,13,0.39,0.36
big_char_1276.png,,14,6,0.70,0.30,15,5,0.75,0.25,17,3,0.85,0.15,13,7,0.65,0.35,11,9,0.55,0.45,16,4,0.80,0.20,15,5,0.75,0.25,12,8,0.60,0.40,9,11,0.45,0.55,122,58,0.60,0.28
big_char_53.png,F,15,10,0.60,0.40,14,11,0.56,0.44,23,2,0.92,0.08,18,7,0.72,0.28,8,17,0.32,0.68,18,7,0.72,0.28,17,8,0.68,0.32,13,12,0.52,0.48,12,13,0.48,0.52,138,87,0.51,0.32
big_char_1510.png,D,47,1,0.98,0.02,42,6,0.88,0.12,47,1,0.98,0.02,45,3,0.94,0.06,22,26,0.46,0.54,43,5,0.90,0.10,42,6,0.88,0.12,26,22,0.54,0.46,46,2,0.96,0.04,360,72,0.80,0.16
big_char_708.png,A,15,0,1.00,0.00,6,9,0.40,0.60,7,8,0.47,0.53,7,8,0.47,0.53,5,10,0.33,0.67,4,11,0.27,0.73,10,5,0.67,0.33,15,0,1.00,0.00,6,9,0.40,0.60,75,60,0.45,0.36
big_char_47.png,O,12,4,0.75,0.25,13,3,0.81,0.19,16,0,1.00,0.00,8,8,0.50,0.50,16,0,1.00,0.00,16,0,1.00,0.00,11,5,0.69,0.31,12,4,0.75,0.25,12,4,0.75,0.25,116,28,0.59,0.14
big_char_1262.png,T,47,1,0.98,0.02,40,8,0.83,0.17,45,3,0.94,0.06,38,10,0.79,0.21,27,21,0.56,0.44,47,1,0.98,0.02,45,3,0.94,0.06,42,6,0.88,0.12,48,0,1.00,0.00,379,53,0.77,0.11
big_char_697.png,,18,7,0.72,0.28,15,10,0.60,0.40,25,0,1.00,0.00,16,9,0.64,0.36,12,13,0.48,0.52,22,3,0.88,0.12,21,4,0.84,0.16,13,12,0.52,0.48,15,10,0.60,0.40,157,68,0.65,0.28
big_char_683.png,E,12,4,0.75,0.25,7,9,0.44,0.56,12,4,0.75,0.25,10,6,0.62,0.38,7,9,0.44,0.56,11,5,0.69,0.31,6,10,0.38,0.62,10,6,0.62,0.38,12,4,0.75,0.25,87,57,0.52,0.34
big_char_873.png,,16,0,1.00,0.00,9,7,0.56,0.44,8,8,0.50,0.50,16,0,1.00,0.00,15,1,0.94,0.06,8,8,0.50,0.50,9,7,0.56,0.44,8,8,0.50,0.50,10,6,0.62,0.38,99,45,0.59,0.27
big_char_867.png,,41,7,0.85,0.15,40,8,0.83,0.17,40,8,0.83,0.17,38,10,0.79,0.21,25,23,0.52,0.48,44,4,0.92,0.08,48,0,1.00,0.00,41,7,0.85,0.15,48,0,1.00,0.00,365,67,0.74,0.14
big_char_1458.png,,13,7,0.65,0.35,10,10,0.50,0.50,8,12,0.40,0.60,20,0,1.00,0.00,8,12,0.40,0.60,20,0,1.00,0.00,20,0,1.00,0.00,12,8,0.60,0.40,20,0,1.00,0.00,131,49,0.58,0.22
big_char_640.png,G,14,1,0.93,0.07,8,7,0.53,0.47,8,7,0.53,0.47,5,10,0.33,0.67,12,3,0.80,0.20,5,10,0.33,0.67,14,1,0.93,0.07,9,6,0.60,0.40,4,11,0.27,0.73,79,56,0.45,0.32
big_char_898.png,M,15,1,0.94,0.06,8,8,0.50,0.50,13,3,0.81,0.19,10,6,0.62,0.38,6,10,0.38,0.62,4,12,0.25,0.75,8,8,0.50,0.50,12,4,0.75,0.25,12,4,0.75,0.25,88,56,0.45,0.29
big_char_1302.png,S,16,4,0.80,0.20,13,7,0.65,0.35,11,9,0.55,0.45,19,1,0.95,0.05,11,9,0.55,0.45,15,5,0.75,0.25,11,9,0.55,0.45,12,8,0.60,0.40,15,5,0.75,0.25,123,57,0.59,0.27
big_char_1464.png,,42,6,0.88,0.12,37,11,0.77,0.23,39,9,0.81,0.19,42,6,0.88,0.12,32,16,0.67,0.33,48,0,1.00,0.00,43,5,0.90,0.10,36,12,0.75,0.25,44,4,0.92,0.08,363,69,0.73,0.14
big_char_1470.png,C,14,2,0.88,0.12,7,9,0.44,0.56,11,5,0.69,0.31,8,8,0.50,0.50,16,0,1.00,0.00,16,0,1.00,0.00,12,4,0.75,0.25,7,9,0.44,0.56,10,6,0.62,0.38,101,43,0.65,0.28
big_char_495.png,Q,44,4,0.92,0.08,40,8,0.83,0.17,47,1,0.98,0.02,47,1,0.98,0.02,22,26,0.46,0.54,37,11,0.77,0.23,44,4,0.92,0.08,32,16,0.67,0.33,41,7,0.85,0.15,354,78,0.72,0.16
big_char_1699.png,,9,3,0.75,0.25,11,1,0.92,0.08,6,6,0.50,0.50,7,5,0.58,0.42,3,9,0.25,0.75,10,2,0.83,0.17,6,6,0.50,0.50,5,7,0.42,0.58,9,3,0.75,0.25,66,42,0.51,0.32
big_char_481.png,D,48,0,1.00,0.00,40,8,0.83,0.17,48,0,1.00,0.00,47,1,0.98,0.02,17,31,0.35,0.65,45,3,0.94,0.06,48,0,1.00,0.00,45,3,0.94,0.06,48,0,1.00,0.00,386,46,0.81,0.10
big_char_1128.png,,19,1,0.95,0.05,11,9,0.55,0.45,12,8,0.60,0.40,15,5,0.75,0.25,6,14,0.30,0.70,9,11,0.45,0.55,13,7,0.65,0.35,9,11,0.45,0.55,12,8,0.60,0.40,106,74,0.47,0.33
big_char_442.png,U,18,6,0.75,0.25,24,0,1.00,0.00,23,1,0.96,0.04,17,7,0.71,0.29,15,9,0.62,0.38,18,6,0.75,0.25,13,11,0.54,0.46,8,16,0.33,0.67,15,9,0.62,0.38,151,65,0.54,0.23
big_char_1666.png,,17,3,0.85,0.15,6,14,0.30,0.70,15,5,0.75,0.25,11,9,0.55,0.45,7,13,0.35,0.65,12,8,0.60,0.40,12,8,0.60,0.40,10,10,0.50,0.50,10,10,0.50,0.50,100,80,0.51,0.41
big_char_1100.png,,48,0,1.00,0.00,44,4,0.92,0.08,48,0,1.00,0.00,35,13,0.73,0.27,23,25,0.48,0.52,47,1,0.98,0.02,34,14,0.71,0.29,42,6,0.88,0.12,48,0,1.00,0.00,369,63,0.78,0.13
big_char_318.png,A,48,0,1.00,0.00,48,0,1.00,0.00,48,0,1.00,0.00,38,10,0.79,0.21,27,21,0.56,0.44,45,3,0.94,0.06,37,11,0.77,0.23,35,13,0.73,0.27,48,0,1.00,0.00,374,58,0.79,0.12
big_char_1114.png,A,17,3,0.85,0.15,7,13,0.35,0.65,13,7,0.65,0.35,19,1,0.95,0.05,11,9,0.55,0.45,20,0,1.00,0.00,10,10,0.50,0.50,9,11,0.45,0.55,20,0,1.00,0.00,126,54,0.60,0.26
big_char_1672.png,,18,2,0.90,0.10,11,9,0.55,0.45,11,9,0.55,0.45,14,6,0.70,0.30,3,17,0.15,0.85,17,3,0.85,0.15,10,10,0.50,0.50,6,14,0.30,0.70,17,3,0.85,0.15,107,73,0.59,0.41
big_char_319.png,I,48,0,1.00,0.00,41,7,0.85,0.15,48,0,1.00,0.00,48,0,1.00,0.00,36,12,0.75,0.25,48,0,1.00,0.00,48,0,1.00,0.00,43,5,0.90,0.10,48,0,1.00,0.00,408,24,0.83,0.05
big_char_1673.png,F,41,7,0.85,0.15,22,26,0.46,0.54,34,14,0.71,0.29,41,7,0.85,0.15,17,31,0.35,0.65,44,4,0.92,0.08,44,4,0.92,0.08,40,8,0.83,0.17,43,5,0.90,0.10,326,106,0.69,0.22
big_char_1667.png,K,10,6,0.62,0.38,14,2,0.88,0.12,9,7,0.56,0.44,12,4,0.75,0.25,4,12,0.25,0.75,15,1,0.94,0.06,7,9,0.44,0.56,9,7,0.56,0.44,16,0,1.00,0.00,96,48,0.62,0.31
big_char_1101.png,G,41,7,0.85,0.15,44,4,0.92,0.08,44,4,0.92,0.08,42,6,0.88,0.12,27,21,0.56,0.44,43,5,0.90,0.10,46,2,0.96,0.04,33,15,0.69,0.31,28,20,0.58,0.42,348,84,0.70,0.17
big_char_443.png,,12,3,0.80,0.20,12,3,0.80,0.20,7,8,0.47,0.53,15,0,1.00,0.00,10,5,0.67,0.33,3,12,0.20,0.80,12,3,0.80,0.20,9,6,0.60,0.40,5,10,0.33,0.67,85,50,0.52,0.30
big_char_480.png,,15,0,1.00,0.00,8,7,0.53,0.47,7,8,0.47,0.53,7,8,0.47,0.53,13,2,0.87,0.13,5,10,0.33,0.67,5,10,0.33,0.67,8,7,0.53,0.47,7,8,0.47,0.53,75,60,0.40,0.32
big_char_1698.png,Y,10,6,0.62,0.38,16,0,1.00,0.00,11,5,0.69,0.31,6,10,0.38,0.62,10,6,0.62,0.38,7,9,0.44,0.56,12,4,0.75,0.25,6,10,0.38,0.62,16,0,1.00,0.00,94,50,0.60,0.32
big_char_494.png,P,48,0,1.00,0.00,31,17,0.65,0.35,48,0,1.00,0.00,48,0,1.00,0.00,26,22,0.54,0.46,48,0,1.00,0.00,48,0,1.00,0.00,43,5,0.90,0.10,48,0,1.00,0.00,388,44,0.82,0.09
big_char_1471.png,S,11,9,0.55,0.45,7,13,0.35,0.65,16,4,0.80,0.20,18,2,0.90,0.10,6,14,0.30,0.70,11,9,0.55,0.45,12,8,0.60,0.40,7,13,0.35,0.65,17,3,0.85,0.15,105,75,0.54,0.38
big_char_1303.png,,41,7,0.85,0.15,48,0,1.00,0.00,48,0,1.00,0.00,36,12,0.75,0.25,35,13,0.73,0.27,38,10,0.79,0.21,42,6,0.88,0.12,30,18,0.62,0.38,48,0,1.00,0.00,366,66,0.74,0.13
big_char_1465.png,,38,10,0.79,0.21,29,19,0.60,0.40,40,8,0.83,0.17,37,11,0.77,0.23,26,22,0.54,0.46,48,0,1.00,0.00,43,5,0.90,0.10,39,9,0.81,0.19,48,0,1.00,0.00,348,84,0.70,0.17
big_char_899.png,S,16,0,1.00,0.00,8,8,0.50,0.50,9,7,0.56,0.44,16,0,1.00,0.00,9,7,0.56,0.44,15,1,0.94,0.06,12,4,0.75,0.25,12,4,0.75,0.25,7,9,0.44,0.56,104,40,0.57,0.22
big_char_133.png,Q,21,3,0.88,0.12,13,11,0.54,0.46,20,4,0.83,0.17,11,13,0.46,0.54,17,7,0.71,0.29,18,6,0.75,0.25,14,10,0.58,0.42,17,7,0.71,0.29,11,13,0.46,0.54,142,74,0.66,0.34
big_char_1459.png,,15,5,0.75,0.25,10,10,0.50,0.50,14,6,0.70,0.30,11,9,0.55,0.45,9,11,0.45,0.55,13,7,0.65,0.35,11,9,0.55,0.45,11,9,0.55,0.45,16,4,0.80,0.20,110,70,0.61,0.39
big_char_872.png,P,15,1,0.94,0.06,8,8,0.50,0.50,10,6,0.62,0.38,9,7,0.56,0.44,8,8,0.50,0.50,9,7,0.56,0.44,8,8,0.50,0.50,16,0,1.00,0.00,16,0,1.00,0.00,99,45,0.59,0.27
big_char_696.png,,12,8,0.60,0.40,16,4,0.80,0.20,16,4,0.80,0.20,14,6,0.70,0.30,13,7,0.65,0.35,13,7,0.65,0.35,16,4,0.80,0.20,14,6,0.70,0.30,10,10,0.50,0.50,124,56,0.65,0.29
big_char_709.png,F,13,3,0.81,0.19,8,8,0.50,0.50,11,5,0.69,0.31,7,9,0.44,0.56,8,8,0.50,0.50,10,6,0.62,0.38,6,10,0.38,0.62,16,0,1.00,0.00,16,0,1.00,0.00,95,49,0.57,0.29
big_char_1505.png,A,42,6,0.88,0.12,35,13,0.73,0.27,42,6,0.88,0.12,42,6,0.88,0.12,22,26,0.46,0.54,32,16,0.67,0.33,43,5,0.90,0.10,44,4,0.92,0.08,44,4,0.92,0.08,346,86,0.74,0.18
big_char_1263.png,,48,0,1.00,0.00,44,4,0.92,0.08,40,8,0.83,0.17,42,6,0.88,0.12,36,12,0.75,0.25,38,10,0.79,0.21,46,2,0.96,0.04,28,20,0.58,0.42,44,4,0.92,0.08,366,66,0.70,0.13
big_char_46.png,,17,3,0.85,0.15,9,11,0.45,0.55,14,6,0.70,0.30,19,1,0.95,0.05,10,10,0.50,0.50,20,0,1.00,0.00,12,8,0.60,0.40,10,10,0.50,0.50,16,4,0.80,0.20,127,53,0.66,0.28
big_char_52.png,,12,8,0.60,0.40,9,11,0.45,0.55,13,7,0.65,0.35,20,0,1.00,0.00,12,8,0.60,0.40,20,0,1.00,0.00,20,0,1.00,0.00,14,6,0.70,0.30,20,0,1.00,0.00,140,40,0.67,0.19
big_char_1511.png,F,39,9,0.81,0.19,17,31,0.35,0.65,37,11,0.77,0.23,34,14,0.71,0.29,26,22,0.54,0.46,44,4,0.92,0.08,40,8,0.83,0.17,45,3,0.94,0.06,47,1,0.98,0.02,329,103,0.69,0.22
big_char_735.png,O,8,1,0.89,0.11,3,6,0.33,0.67,5,4,0.56,0.44,4,5,0.44,0.56,9,0,1.00,0.00,5,4,0.56,0.44,4,5,0.44,0.56,5,4,0.56,0.44,4,5,0.44,0.56,47,34,0.39,0.28
big_char_721.png,P,48,0,1.00,0.00,32,16,0.67,0.33,48,0,1.00,0.00,42,6,0.88,0.12,34,14,0.71,0.29,48,0,1.00,0.00,42,6,0.88,0.12,48,0,1.00,0.00,48,0,1.00,0.00,390,42,0.87,0.09
big_char_85.png,,16,4,0.80,0.20,17,3,0.85,0.15,20,0,1.00,0.00,7,13,0.35,0.65,15,5,0.75,0.25,13,7,0.65,0.35,15,5,0.75,0.25,11,9,0.55,0.45,11,9,0.55,0.45,125,55,0.65,0.29
big_char_906.png,J,12,8,0.60,0.40,14,6,0.70,0.30,13,7,0.65,0.35,17,3,0.85,0.15,16,4,0.80,0.20,9,11,0.45,0.55,14,6,0.70,0.30,12,8,0.60,0.40,13,7,0.65,0.35,120,60,0.67,0.33
big_char_1288.png,,44,4,0.92,0.08,45,3,0.94,0.06,41,7,0.85,0.15,38,10,0.79,0.21,35,13,0.73,0.27,35,13,0.73,0.27,41,7,0.85,0.15,32,16,0.67,0.33,44,4,0.92,0.08,355,77,0.72,0.16
big_char_1061.png,,20,4,0.83,0.17,18,6,0.75,0.25,24,0,1.00,0.00,18,6,0.75,0.25,12,12,0.50,0.50,16,8,0.67,0.33,17,7,0.71,0.29,13,11,0.54,0.46,12,12,0.50,0.50,150,66,0.64,0.28
big_char_1707.png,A,16,0,1.00,0.00,9,7,0.56,0.44,9,7,0.56,0.44,13,3,0.81,0.19,4,12,0.25,0.75,7,9,0.44,0.56,8,8,0.50,0.50,13,3,0.81,0.19,6,10,0.38,0.62,85,59,0.51,0.35
big_char_1713.png,,43,5,0.90,0.10,41,7,0.85,0.15,44,4,0.92,0.08,30,18,0.62,0.38,17,31,0.35,0.65,48,0,1.00,0.00,43,5,0.90,0.10,26,22,0.54,0.46,48,0,1.00,0.00,340,92,0.72,0.19
big_char_1075.png,,13,3,0.81,0.19,7,9,0.44,0.56,9,7,0.56,0.44,6,10,0.38,0.62,16,0,1.00,0.00,16,0,1.00,0.00,6,10,0.38,0.62,10,6,0.62,0.38,12,4,0.75,0.25,95,49,0.52,0.27
big_char_251.png,,13,3,0.81,0.19,8,8,0.50,0.50,15,1,0.94,0.06,7,9,0.44,0.56,14,2,0.88,0.12,16,0,1.00,0.00,15,1,0.94,0.06,10,6,0.62,0.38,9,7,0.56,0.44,107,37,0.69,0.24
big_char_537.png,P,19,1,0.95,0.05,10,10,0.50,0.50,12,8,0.60,0.40,12,8,0.60,0.40,10,10,0.50,0.50,13,7,0.65,0.35,10,10,0.50,0.50,20,0,1.00,0.00,20,0,1.00,0.00,126,54,0.70,0.30
big_char_523.png,,48,0,1.00,0.00,44,4,0.92,0.08,48,0,1.00,0.00,48,0,1.00,0.00,25,23,0.52,0.48,42,6,0.88,0.12,48,0,1.00,0.00,33,15,0.69,0.31,46,2,0.96,0.04,382,50,0.80,0.11
big_char_1049.png,W,44,4,0.92,0.08,40,8,0.83,0.17,40,8,0.83,0.17,39,9,0.81,0.19,30,18,0.62,0.38,40,8,0.83,0.17,43,5,0.90,0.10,33,15,0.69,0.31,38,10,0.79,0.21,347,85,0.67,0.16
big_char_245.png,U,42,6,0.88,0.12,32,16,0.67,0.33,46,2,0.96,0.04,42,6,0.88,0.12,27,21,0.56,0.44,47,1,0.98,0.02,42,6,0.88,0.12,42,6,0.88,0.12,48,0,1.00,0.00,368,64,0.74,0.13
big_char_292.png,,15,0,1.00,0.00,7,8,0.47,0.53,6,9,0.40,0.60,8,7,0.53,0.47,8,7,0.53,0.47,10,5,0.67,0.33,6,9,0.40,0.60,14,1,0.93,0.07,15,0,1.00,0.00,89,46,0.56,0.29
big_char_286.png,,11,5,0.69,0.31,15,1,0.94,0.06,10,6,0.62,0.38,9,7,0.56,0.44,7,9,0.44,0.56,6,10,0.38,0.62,7,9,0.44,0.56,7,9,0.44,0.56,7,9,0.44,0.56,79,65,0.47,0.38
big_char_290.png,,14,6,0.70,0.30,19,1,0.95,0.05,20,0,1.00,0.00,14,6,0.70,0.30,20,0,1.00,0.00,20,0,1.00,0.00,13,7,0.65,0.35,11,9,0.55,0.45,13,7,0.65,0.35,144,36,0.80,0.20
big_char_284.png,G,19,1,0.95,0.05,12,8,0.60,0.40,14,6,0.70,0.30,9,11,0.45,0.55,17,3,0.85,0.15,12,8,0.60,0.40,17,3,0.85,0.15,14,6,0.70,0.30,11,9,0.55,0.45,125,55,0.64,0.28
big_char_1088.png,,14,10,0.58,0.42,8,16,0.33,0.67,12,12,0.50,0.50,24,0,1.00,0.00,15,9,0.62,0.38,24,0,1.00,0.00,20,4,0.83,0.17,19,5,0.79,0.21,24,0,1.00,0.00,160,56,0.57,0.20
big_char_535.png,,7,5,0.58,0.42,4,8,0.33,0.67,9,3,0.75,0.25,4,8,0.33,0.67,4,8,0.33,0.67,7,5,0.58,0.42,6,6,0.50,0.50,9,3,0.75,0.25,12,0,1.00,0.00,62,46,0.47,0.35
big_char_1739.png,,15,5,0.75,0.25,7,13,0.35,0.65,18,2,0.90,0.10,10,10,0.50,0.50,20,0,1.00,0.00,20,0,1.00,0.00,10,10,0.50,0.50,8,12,0.40,0.60,11,9,0.55,0.45,119,61,0.57,0.29
big_char_247.png,F,11,4,0.73,0.27,8,7,0.53,0.47,10,5,0.67,0.33,5,10,0.33,0.67,9,6,0.60,0.40,12,3,0.80,0.20,8,7,0.53,0.47,14,1,0.93,0.07,15,0,1.00,0.00,92,43,0.56,0.26
big_char_509.png,,16,4,0.80,0.20,10,10,0.50,0.50,18,2,0.90,0.10,7,13,0.35,0.65,11,9,0.55,0.45,19,1,0.95,0.05,12,8,0.60,0.40,13,7,0.65,0.35,14,6,0.70,0.30,120,60,0.67,0.33
