Image,Expected_Letter,Ocp_Letter,White_0_0,Black_0_0,White_Density_0_0,Black_Density_0_0,White_0_1,Black_0_1,White_Density_0_1,Black_Density_0_1,White_0_2,Black_0_2,White_Density_0_2,Black_Density_0_2,White_1_0,Black_1_0,White_Density_1_0,Black_Density_1_0,White_1_1,Black_1_1,White_Density_1_1,Black_Density_1_1,White_1_2,Black_1_2,White_Density_1_2,Black_Density_1_2,White_2_0,Black_2_0,White_Density_2_0,Black_Density_2_0,White_2_1,Black_2_1,White_Density_2_1,Black_Density_2_1,White_2_2,Black_2_2,White_Density_2_2,Black_Density_2_2,Total_White_Pixels,Total_Black_Pixels,Total_White_Density,Total_Black_Density
little_char_1038_q.png,q,,63,33,0.66,0.34,61,35,0.64,0.36,51,45,0.53,0.47,77,19,0.80,0.20,67,29,0.70,0.30,44,52,0.46,0.54,96,0,1.00,0.00,63,33,0.66,0.34,74,22,0.77,0.23,596,268,0.63,0.28
little_char_569_o.png,o,o,55,17,0.76,0.24,40,32,0.56,0.44,58,14,0.81,0.19,37,35,0.51,0.49,72,0,1.00,0.00,33,39,0.46,0.54,52,20,0.72,0.28,37,35,0.51,0.49,37,35,0.51,0.49,421,227,0.60,0.32
little_char_1107_a.png,a,,76,24,0.76,0.24,62,38,0.62,0.38,87,13,0.87,0.13,61,39,0.61,0.39,85,15,0.85,0.15,52,48,0.52,0.48,89,11,0.89,0.11,70,30,0.70,0.30,58,42,0.58,0.42,640,260,0.67,0.27
little_char_34_m.png,m,,73,11,0.87,0.13,40,44,0.48,0.52,51,33,0.61,0.39,36,48,0.43,0.57,48,36,0.57,0.43,32,52,0.38,0.62,54,30,0.64,0.36,66,18,0.79,0.21,48,36,0.57,0.43,448,308,0.51,0.35
little_char_1298_u.png,u,,414,0,1.00,0.00,414,0,1.00,0.00,414,0,1.00,0.00,358,56,0.86,0.14,343,71,0.83,0.17,414,0,1.00,0.00,411,3,0.99,0.01,334,80,0.81,0.19,414,0,1.00,0.00,3516,210,0.92,0.05
little_char_7_a.png,a,,77,22,0.78,0.22,48,51,0.48,0.52,93,6,0.94,0.06,68,31,0.69,0.31,79,20,0.80,0.20,70,29,0.71,0.29,62,37,0.63,0.37,66,33,0.67,0.33,56,43,0.57,0.43,619,272,0.69,0.31
little_char_983_x.png,x,,60,17,0.78,0.22,66,11,0.86,0.14,47,30,0.61,0.39,45,32,0.58,0.42,27,50,0.35,0.65,77,0,1.00,0.00,49,28,0.64,0.36,62,15,0.81,0.19,56,21,0.73,0.27,489,204,0.64,0.27
little_char_27_p.png,p,f,72,8,0.90,0.10,40,40,0.50,0.50,37,43,0.46,0.54,37,43,0.46,0.54,68,12,0.85,0.15,80,0,1.00,0.00,33,47,0.41,0.59,80,0,1.00,0.00,80,0,1.00,0.00,527,193,0.71,0.26
little_char_1233_h.png,h,b,73,15,0.83,0.17,61,27,0.69,0.31,88,0,1.00,0.00,47,41,0.53,0.47,67,21,0.76,0.24,49,39,0.56,0.44,48,40,0.55,0.45,71,17,0.81,0.19,46,42,0.52,0.48,550,242,0.60,0.27
little_char_1276_h.png,h,h,61,35,0.64,0.36,96,0,1.00,0.00,96,0,1.00,0.00,55,41,0.57,0.43,61,35,0.64,0.36,53,43,0.55,0.45,53,43,0.55,0.45,89,7,0.93,0.07,44,52,0.46,0.54,608,256,0.66,0.28
little_char_458_p.png,p,e,65,5,0.93,0.07,41,29,0.59,0.41,42,28,0.60,0.40,42,28,0.60,0.40,54,16,0.77,0.23,49,21,0.70,0.30,46,24,0.66,0.34,70,0,1.00,0.00,70,0,1.00,0.00,479,151,0.71,0.22
little_char_1018_c.png,c,,408,0,1.00,0.00,408,0,1.00,0.00,408,0,1.00,0.00,370,38,0.91,0.09,326,82,0.80,0.20,408,0,1.00,0.00,407,1,1.00,0.00,396,12,0.97,0.03,408,0,1.00,0.00,3539,133,0.93,0.03
little_char_251_t.png,t,i,391,0,1.00,0.00,391,0,1.00,0.00,391,0,1.00,0.00,332,59,0.85,0.15,311,80,0.80,0.20,391,0,1.00,0.00,350,41,0.90,0.10,369,22,0.94,0.06,391,0,1.00,0.00,3317,202,0.88,0.05
little_char_9_y.png,y,,96,39,0.71,0.29,112,23,0.83,0.17,93,42,0.69,0.31,125,10,0.93,0.07,98,37,0.73,0.27,71,64,0.53,0.47,103,32,0.76,0.24,100,35,0.74,0.26,79,56,0.59,0.41,877,338,0.67,0.26
little_char_791_y.png,y,,39,49,0.44,0.56,60,28,0.68,0.32,65,23,0.74,0.26,76,12,0.86,0.14,59,29,0.67,0.33,42,46,0.48,0.52,81,7,0.92,0.08,55,33,0.62,0.38,35,53,0.40,0.60,512,280,0.56,0.31
little_char_1367_r.png,r,,432,0,1.00,0.00,432,0,1.00,0.00,430,2,1.00,0.00,432,0,1.00,0.00,355,77,0.82,0.18,409,23,0.95,0.05,431,1,1.00,0.00,376,56,0.87,0.13,432,0,1.00,0.00,3729,159,0.96,0.04
little_char_625_f.png,f,,160,0,1.00,0.00,120,40,0.75,0.25,98,62,0.61,0.39,142,18,0.89,0.11,92,68,0.57,0.42,149,11,0.93,0.07,152,8,0.95,0.05,118,42,0.74,0.26,149,11,0.93,0.07,1180,260,0.79,0.17
little_char_1051_n.png,n,n,50,6,0.89,0.11,28,28,0.50,0.50,24,32,0.43,0.57,31,25,0.55,0.45,41,15,0.73,0.27,16,40,0.29,0.71,23,33,0.41,0.59,55,1,0.98,0.02,31,25,0.55,0.45,299,205,0.55,0.38
little_char_500_g.png,g,,53,38,0.58,0.42,56,35,0.62,0.38,49,42,0.54,0.46,72,19,0.79,0.21,61,30,0.67,0.33,24,67,0.26,0.74,79,12,0.87,0.13,66,25,0.73,0.27,42,49,0.46,0.54,502,317,0.55,0.34
little_char_870_r.png,r,,432,0,1.00,0.00,404,28,0.94,0.06,432,0,1.00,0.00,367,65,0.85,0.15,371,61,0.86,0.14,432,0,1.00,0.00,402,30,0.93,0.07,432,0,1.00,0.00,427,5,0.99,0.01,3699,189,0.95,0.05
little_char_268_p.png,p,,391,0,1.00,0.00,357,34,0.91,0.09,391,0,1.00,0.00,391,0,1.00,0.00,241,150,0.62,0.38,391,0,1.00,0.00,389,2,0.99,0.01,345,46,0.88,0.12,391,0,1.00,0.00,3287,232,0.87,0.06
little_char_187_m.png,m,,48,43,0.53,0.47,70,21,0.77,0.23,54,37,0.59,0.41,60,31,0.66,0.34,36,55,0.40,0.60,58,33,0.64,0.36,70,21,0.77,0.23,75,16,0.82,0.18,68,23,0.75,0.25,539,280,0.64,0.33
little_char_1166_w.png,w,,121,23,0.84,0.16,136,8,0.94,0.06,122,22,0.85,0.15,105,39,0.73,0.27,86,58,0.60,0.40,107,37,0.74,0.26,90,54,0.62,0.38,85,59,0.59,0.41,114,30,0.79,0.21,966,330,0.75,0.25
little_char_449_x.png,x,,431,1,1.00,0.00,421,11,0.97,0.03,428,4,0.99,0.01,407,25,0.94,0.06,319,113,0.74,0.26,432,0,1.00,0.00,412,20,0.95,0.05,374,58,0.87,0.13,432,0,1.00,0.00,3656,232,0.94,0.06
little_char_119_y.png,y,y,99,1,0.99,0.01,71,29,0.71,0.29,62,38,0.62,0.38,100,0,1.00,0.00,55,45,0.55,0.45,44,56,0.44,0.56,76,24,0.76,0.24,69,31,0.69,0.31,48,52,0.48,0.52,624,276,0.65,0.29
little_char_1252_s.png,s,s,90,0,1.00,0.00,54,36,0.60,0.40,52,38,0.58,0.42,90,0,1.00,0.00,62,28,0.69,0.31,65,25,0.72,0.28,63,27,0.70,0.30,55,35,0.61,0.39,57,33,0.63,0.37,588,222,0.68,0.26
little_char_1241_n.png,n,,57,6,0.90,0.10,29,34,0.46,0.54,32,31,0.51,0.49,32,31,0.51,0.49,47,16,0.75,0.25,31,32,0.49,0.51,40,23,0.63,0.37,63,0,1.00,0.00,34,29,0.54,0.46,365,202,0.64,0.36
little_char_1365_j.png,j,,391,0,1.00,0.00,383,8,0.98,0.02,391,0,1.00,0.00,391,0,1.00,0.00,334,57,0.85,0.15,391,0,1.00,0.00,350,41,0.90,0.10,305,86,0.78,0.22,391,0,1.00,0.00,3327,192,0.90,0.05
little_char_736_s.png,s,s,80,0,1.00,0.00,50,30,0.62,0.38,40,40,0.50,0.50,80,0,1.00,0.00,58,22,0.72,0.28,58,22,0.72,0.28,59,21,0.74,0.26,50,30,0.62,0.38,42,38,0.53,0.47,517,203,0.64,0.25
little_char_1175_p.png,p,e,69,11,0.86,0.14,45,35,0.56,0.44,38,42,0.47,0.53,39,41,0.49,0.51,52,28,0.65,0.35,31,49,0.39,0.61,49,31,0.61,0.39,80,0,1.00,0.00,80,0,1.00,0.00,483,237,0.64,0.32
little_char_437_d.png,d,,431,1,1.00,0.00,432,0,1.00,0.00,431,1,1.00,0.00,393,39,0.91,0.09,329,103,0.76,0.24,427,5,0.99,0.01,365,67,0.84,0.16,392,40,0.91,0.09,422,10,0.98,0.02,3622,266,0.91,0.07
little_char_1378_o.png,o,o,66,6,0.92,0.08,46,26,0.64,0.36,43,29,0.60,0.40,40,32,0.56,0.44,72,0,1.00,0.00,40,32,0.56,0.44,44,28,0.61,0.39,41,31,0.57,0.43,35,37,0.49,0.51,427,221,0.61,0.31
little_char_73_b.png,b,,397,17,0.96,0.04,410,4,0.99,0.01,414,0,1.00,0.00,358,56,0.86,0.14,336,78,0.81,0.19,414,0,1.00,0.00,395,19,0.95,0.05,331,83,0.80,0.20,414,0,1.00,0.00,3469,257,0.92,0.07
little_char_411_p.png,p,,414,0,1.00,0.00,405,9,0.98,0.02,414,0,1.00,0.00,358,56,0.86,0.14,275,139,0.66,0.34,414,0,1.00,0.00,356,58,0.86,0.14,414,0,1.00,0.00,414,0,1.00,0.00,3464,262,0.90,0.07
little_char_1153_d.png,d,,110,0,1.00,0.00,110,0,1.00,0.00,72,38,0.65,0.35,77,33,0.70,0.30,70,40,0.64,0.36,74,36,0.67,0.33,62,48,0.56,0.44,77,33,0.70,0.30,75,35,0.68,0.32,727,263,0.67,0.24
little_char_1387_m.png,m,,56,32,0.64,0.36,62,26,0.70,0.30,66,22,0.75,0.25,52,36,0.59,0.41,31,57,0.35,0.65,50,38,0.57,0.43,63,25,0.72,0.28,75,13,0.85,0.15,71,17,0.81,0.19,526,266,0.63,0.32
little_char_395_o.png,o,o,55,17,0.76,0.24,40,32,0.56,0.44,64,8,0.89,0.11,43,29,0.60,0.40,70,2,0.97,0.03,30,42,0.42,0.58,40,32,0.56,0.44,36,36,0.50,0.50,42,30,0.58,0.42,420,228,0.62,0.34
little_char_839_r.png,r,,385,6,0.98,0.02,344,47,0.88,0.12,380,11,0.97,0.03,320,71,0.82,0.18,363,28,0.93,0.07,391,0,1.00,0.00,340,51,0.87,0.13,391,0,1.00,0.00,391,0,1.00,0.00,3305,214,0.88,0.06
little_char_744_o.png,o,,51,39,0.57,0.43,51,39,0.57,0.43,80,10,0.89,0.11,52,38,0.58,0.42,90,0,1.00,0.00,51,39,0.57,0.43,75,15,0.83,0.17,50,40,0.56,0.44,49,41,0.54,0.46,549,261,0.68,0.32
little_char_655_b.png,b,,406,8,0.98,0.02,402,12,0.97,0.03,414,0,1.00,0.00,350,64,0.85,0.15,350,64,0.85,0.15,414,0,1.00,0.00,385,29,0.93,0.07,354,60,0.86,0.14,414,0,1.00,0.00,3489,237,0.91,0.06
little_char_1179_j.png,j,,391,0,1.00,0.00,374,17,0.96,0.04,391,0,1.00,0.00,391,0,1.00,0.00,338,53,0.86,0.14,391,0,1.00,0.00,367,24,0.94,0.06,333,58,0.85,0.15,391,0,1.00,0.00,3367,152,0.89,0.04
little_char_539_y.png,y,y,50,38,0.57,0.43,78,10,0.89,0.11,57,31,0.65,0.35,73,15,0.83,0.17,56,32,0.64,0.36,44,44,0.50,0.50,64,24,0.73,0.27,63,25,0.72,0.28,38,50,0.43,0.57,523,269,0.57,0.30
little_char_881_e.png,e,,56,34,0.62,0.38,37,53,0.41,0.59,65,25,0.72,0.28,50,40,0.56,0.44,71,19,0.79,0.21,88,2,0.98,0.02,61,29,0.68,0.32,57,33,0.63,0.37,75,15,0.83,0.17,560,250,0.64,0.29
little_char_318_q.png,q,,64,32,0.67,0.33,65,31,0.68,0.32,58,38,0.60,0.40,71,25,0.74,0.26,64,32,0.67,0.33,34,62,0.35,0.65,96,0,1.00,0.00,77,19,0.80,0.20,73,23,0.76,0.24,602,262,0.70,0.30
little_char_413_r.png,r,,432,0,1.00,0.00,423,9,0.98,0.02,432,0,1.00,0.00,432,0,1.00,0.00,297,135,0.69,0.31,408,24,0.94,0.06,431,1,1.00,0.00,410,22,0.95,0.05,431,1,1.00,0.00,3696,192,0.95,0.05
little_char_1053_a.png,a,,407,1,1.00,0.00,408,0,1.00,0.00,408,0,1.00,0.00,369,39,0.90,0.10,302,106,0.74,0.26,408,0,1.00,0.00,389,19,0.95,0.05,302,106,0.74,0.26,405,3,0.99,0.01,3398,274,0.89,0.07
little_char_82_x.png,x,x,408,0,1.00,0.00,396,12,0.97,0.03,385,23,0.94,0.06,408,0,1.00,0.00,282,126,0.69,0.31,408,0,1.00,0.00,408,0,1.00,0.00,295,113,0.72,0.28,408,0,1.00,0.00,3398,274,0.89,0.07
little_char_1412_z.png,z,,83,5,0.94,0.06,51,37,0.58,0.42,52,36,0.59,0.41,73,15,0.83,0.17,41,47,0.47,0.53,33,55,0.38,0.62,57,31,0.65,0.35,37,51,0.42,0.58,69,19,0.78,0.22,496,296,0.56,0.33
little_char_623_m.png,m,m,427,5,0.99,0.01,409,23,0.95,0.05,421,11,0.97,0.03,327,105,0.76,0.24,292,140,0.68,0.32,370,62,0.86,0.14,418,14,0.97,0.03,432,0,1.00,0.00,422,10,0.98,0.02,3518,370,0.90,0.10
little_char_764_j.png,j,,77,0,1.00,0.00,77,0,1.00,0.00,41,36,0.53,0.47,77,0,1.00,0.00,77,0,1.00,0.00,34,43,0.44,0.56,60,17,0.78,0.22,53,24,0.69,0.31,51,26,0.66,0.34,547,146,0.79,0.21
little_char_616_s.png,s,s,69,11,0.86,0.14,31,49,0.39,0.61,52,28,0.65,0.35,80,0,1.00,0.00,43,37,0.54,0.46,70,10,0.88,0.12,44,36,0.55,0.45,43,37,0.54,0.46,43,37,0.54,0.46,475,245,0.61,0.31
little_char_201_b.png,b,b,64,27,0.70,0.30,76,15,0.84,0.16,91,0,1.00,0.00,51,40,0.56,0.44,87,4,0.96,0.04,91,0,1.00,0.00,57,34,0.63,0.37,38,53,0.42,0.58,36,55,0.40,0.60,591,228,0.67,0.26
little_char_797_e.png,e,c,383,8,0.98,0.02,367,24,0.94,0.06,391,0,1.00,0.00,313,78,0.80,0.20,325,66,0.83,0.17,391,0,1.00,0.00,380,11,0.97,0.03,335,56,0.86,0.14,391,0,1.00,0.00,3276,243,0.87,0.06
little_char_1245_j.png,j,ij,48,0,1.00,0.00,48,0,1.00,0.00,29,19,0.60,0.40,38,10,0.79,0.21,48,0,1.00,0.00,19,29,0.40,0.60,37,11,0.77,0.23,21,27,0.44,0.56,13,35,0.27,0.73,301,131,0.60,0.26
little_char_1073_s.png,s,s,62,10,0.86,0.14,28,44,0.39,0.61,48,24,0.67,0.33,72,0,1.00,0.00,49,23,0.68,0.32,50,22,0.69,0.31,45,27,0.62,0.38,50,22,0.69,0.31,35,37,0.49,0.51,439,209,0.60,0.29
little_char_1414_k.png,k,,56,44,0.56,0.44,99,1,0.99,0.01,86,14,0.86,0.14,80,20,0.80,0.20,37,63,0.37,0.63,71,29,0.71,0.29,100,0,1.00,0.00,53,47,0.53,0.47,64,36,0.64,0.36,646,254,0.67,0.26
little_char_100_u.png,u,,48,33,0.59,0.41,81,0,1.00,0.00,62,19,0.77,0.23,50,31,0.62,0.38,81,0,1.00,0.00,45,36,0.56,0.44,52,29,0.64,0.36,48,33,0.59,0.41,46,35,0.57,0.43,513,216,0.61,0.26
little_char_531_g.png,g,c,59,29,0.67,0.33,47,41,0.53,0.47,47,41,0.53,0.47,65,23,0.74,0.26,57,31,0.65,0.35,37,51,0.42,0.58,74,14,0.84,0.16,54,34,0.61,0.39,49,39,0.56,0.44,489,303,0.62,0.38
little_char_1407_a.png,a,,107,36,0.75,0.25,93,50,0.65,0.35,129,14,0.90,0.10,100,43,0.70,0.30,134,9,0.94,0.06,75,68,0.52,0.48,122,21,0.85,0.15,105,38,0.73,0.27,96,47,0.67,0.33,961,326,0.73,0.25
little_char_688_g.png,g,o,48,33,0.59,0.41,43,38,0.53,0.47,65,16,0.80,0.20,69,12,0.85,0.15,46,35,0.57,0.43,35,46,0.43,0.57,63,18,0.78,0.22,53,28,0.65,0.35,35,46,0.43,0.57,457,272,0.56,0.33
little_char_203_w.png,w,w,404,4,0.99,0.01,404,4,0.99,0.01,407,1,1.00,0.00,331,77,0.81,0.19,265,143,0.65,0.35,341,67,0.84,0.16,408,0,1.00,0.00,393,15,0.96,0.04,405,3,0.99,0.01,3358,314,0.88,0.08
little_char_301_p.png,p,p,391,0,1.00,0.00,369,22,0.94,0.06,391,0,1.00,0.00,391,0,1.00,0.00,215,176,0.55,0.45,391,0,1.00,0.00,391,0,1.00,0.00,343,48,0.88,0.12,391,0,1.00,0.00,3273,246,0.88,0.07
little_char_1345_o.png,o,o,72,18,0.80,0.20,54,36,0.60,0.40,53,37,0.59,0.41,59,31,0.66,0.34,90,0,1.00,0.00,59,31,0.66,0.34,54,36,0.60,0.40,55,35,0.61,0.39,56,34,0.62,0.38,552,258,0.62,0.29
little_char_987_f.png,f,,416,16,0.96,0.04,373,59,0.86,0.14,431,1,1.00,0.00,363,69,0.84,0.16,388,44,0.90,0.10,432,0,1.00,0.00,374,58,0.87,0.13,401,31,0.93,0.07,432,0,1.00,0.00,3610,278,0.93,0.07
little_char_95_a.png,a,a,432,0,1.00,0.00,424,8,0.98,0.02,432,0,1.00,0.00,389,43,0.90,0.10,266,166,0.62,0.38,432,0,1.00,0.00,408,24,0.94,0.06,357,75,0.83,0.17,426,6,0.99,0.01,3566,322,0.92,0.08
little_char_1071_f.png,f,,82,6,0.93,0.07,47,41,0.53,0.47,50,38,0.57,0.43,66,22,0.75,0.25,62,26,0.70,0.30,73,15,0.83,0.17,70,18,0.80,0.20,37,51,0.42,0.58,74,14,0.84,0.16,561,231,0.67,0.28
little_char_1057_e.png,e,e,414,0,1.00,0.00,412,2,1.00,0.00,414,0,1.00,0.00,356,58,0.86,0.14,311,103,0.75,0.25,414,0,1.00,0.00,399,15,0.96,0.04,386,28,0.93,0.07,414,0,1.00,0.00,3520,206,0.92,0.05
little_char_161_b.png,b,,380,11,0.97,0.03,385,6,0.98,0.02,391,0,1.00,0.00,336,55,0.86,0.14,391,0,1.00,0.00,391,0,1.00,0.00,361,30,0.92,0.08,278,113,0.71,0.29,391,0,1.00,0.00,3304,215,0.89,0.06
little_char_788_c.png,c,a,54,16,0.77,0.23,29,41,0.41,0.59,43,27,0.61,0.39,40,30,0.57,0.43,70,0,1.00,0.00,70,0,1.00,0.00,41,29,0.59,0.41,33,37,0.47,0.53,35,35,0.50,0.50,415,215,0.59,0.31
little_char_565_y.png,y,,399,9,0.98,0.02,373,35,0.91,0.09,408,0,1.00,0.00,402,6,0.99,0.01,277,131,0.68,0.32,408,0,1.00,0.00,408,0,1.00,0.00,335,73,0.82,0.18,408,0,1.00,0.00,3418,254,0.90,0.07
little_char_147_a.png,a,,97,35,0.73,0.27,84,48,0.64,0.36,118,14,0.89,0.11,88,44,0.67,0.33,107,25,0.81,0.19,89,43,0.67,0.33,120,12,0.91,0.09,117,15,0.89,0.11,81,51,0.61,0.39,901,287,0.72,0.23
little_char_66_o.png,o,o,63,1,0.98,0.02,43,21,0.67,0.33,33,31,0.52,0.48,32,32,0.50,0.50,55,9,0.86,0.14,33,31,0.52,0.48,41,23,0.64,0.36,30,34,0.47,0.53,35,29,0.55,0.45,365,211,0.58,0.34
little_char_1405_b.png,b,,50,46,0.52,0.48,96,0,1.00,0.00,96,0,1.00,0.00,57,39,0.59,0.41,80,16,0.83,0.17,93,3,0.97,0.03,47,49,0.49,0.51,60,36,0.62,0.38,47,49,0.49,0.51,626,238,0.68,0.26
little_char_820_r.png,r,,56,16,0.78,0.22,38,34,0.53,0.47,44,28,0.61,0.39,21,51,0.29,0.71,72,0,1.00,0.00,72,0,1.00,0.00,38,34,0.53,0.47,72,0,1.00,0.00,72,0,1.00,0.00,485,163,0.72,0.24
little_char_225_b.png,b,,414,0,1.00,0.00,389,25,0.94,0.06,410,4,0.99,0.01,414,0,1.00,0.00,300,114,0.72,0.28,414,0,1.00,0.00,414,0,1.00,0.00,315,99,0.76,0.24,414,0,1.00,0.00,3484,242,0.90,0.06
little_char_716_w.png,w,,86,26,0.77,0.23,87,25,0.78,0.22,97,15,0.87,0.13,91,21,0.81,0.19,74,38,0.66,0.34,82,30,0.73,0.27,99,13,0.88,0.12,59,53,0.53,0.47,58,54,0.52,0.48,733,275,0.70,0.26
little_char_919_d.png,d,a,391,0,1.00,0.00,391,0,1.00,0.00,381,10,0.97,0.03,391,0,1.00,0.00,335,56,0.86,0.14,391,0,1.00,0.00,315,76,0.81,0.19,302,89,0.77,0.23,391,0,1.00,0.00,3288,231,0.87,0.06
little_char_1059_k.png,k,,432,0,1.00,0.00,432,0,1.00,0.00,431,1,1.00,0.00,432,0,1.00,0.00,354,78,0.82,0.18,432,0,1.00,0.00,432,0,1.00,0.00,286,146,0.66,0.34,412,20,0.95,0.05,3643,245,0.94,0.06
little_char_1300_y.png,y,,432,0,1.00,0.00,391,41,0.91,0.09,432,0,1.00,0.00,432,0,1.00,0.00,277,155,0.64,0.36,417,15,0.97,0.03,416,16,0.96,0.04,344,88,0.80,0.20,415,17,0.96,0.04,3556,332,0.90,0.08
little_char_504_x.png,x,w,79,11,0.88,0.12,89,1,0.99,0.01,51,39,0.57,0.43,60,30,0.67,0.33,47,43,0.52,0.48,81,9,0.90,0.10,47,43,0.52,0.48,50,40,0.56,0.44,87,3,0.97,0.03,591,219,0.64,0.24
little_char_574_q.png,q,g,66,30,0.69,0.31,50,46,0.52,0.48,40,56,0.42,0.58,62,34,0.65,0.35,30,66,0.31,0.69,63,33,0.66,0.34,96,0,1.00,0.00,36,60,0.38,0.62,96,0,1.00,0.00,539,325,0.61,0.37
little_char_348_k.png,k,,104,40,0.72,0.28,143,1,0.99,0.01,144,0,1.00,0.00,90,54,0.62,0.38,40,104,0.28,0.72,134,10,0.93,0.07,80,64,0.56,0.44,86,58,0.60,0.40,90,54,0.62,0.38,911,385,0.67,0.28
little_char_1162_h.png,h,h,91,8,0.92,0.08,76,23,0.77,0.23,99,0,1.00,0.00,67,32,0.68,0.32,67,32,0.68,0.32,56,43,0.57,0.43,44,55,0.44,0.56,88,11,0.89,0.11,65,34,0.66,0.34,653,238,0.67,0.24
little_char_804_s.png,s,,414,0,1.00,0.00,414,0,1.00,0.00,414,0,1.00,0.00,391,23,0.94,0.06,327,87,0.79,0.21,414,0,1.00,0.00,386,28,0.93,0.07,367,47,0.89,0.11,413,1,1.00,0.00,3540,186,0.92,0.05
little_char_1182_m.png,m,y,391,0,1.00,0.00,391,0,1.00,0.00,391,0,1.00,0.00,326,65,0.83,0.17,209,182,0.53,0.47,351,40,0.90,0.10,354,37,0.91,0.09,373,18,0.95,0.05,377,14,0.96,0.04,3163,356,0.84,0.09
little_char_1235_b.png,b,,72,38,0.65,0.35,110,0,1.00,0.00,110,0,1.00,0.00,75,35,0.68,0.32,84,26,0.76,0.24,88,22,0.80,0.20,46,64,0.42,0.58,73,37,0.66,0.34,67,43,0.61,0.39,725,265,0.67,0.24
little_char_819_a.png,a,,69,21,0.77,0.23,53,37,0.59,0.41,62,28,0.69,0.31,53,37,0.59,0.41,85,5,0.94,0.06,46,44,0.51,0.49,63,27,0.70,0.30,57,33,0.63,0.37,53,37,0.59,0.41,541,269,0.62,0.31
little_char_380_u.png,u,u,42,30,0.58,0.42,72,0,1.00,0.00,52,20,0.72,0.28,42,30,0.58,0.42,72,0,1.00,0.00,37,35,0.51,0.49,46,26,0.64,0.36,36,36,0.50,0.50,39,33,0.54,0.46,438,210,0.63,0.30
little_char_721_k.png,k,de,432,0,1.00,0.00,421,11,0.97,0.03,432,0,1.00,0.00,426,6,0.99,0.01,259,173,0.60,0.40,430,2,1.00,0.00,430,2,1.00,0.00,368,64,0.85,0.15,417,15,0.97,0.03,3615,273,0.91,0.07
little_char_847_b.png,b,,73,17,0.81,0.19,80,10,0.89,0.11,90,0,1.00,0.00,52,38,0.58,0.42,56,34,0.62,0.38,72,18,0.80,0.20,48,42,0.53,0.47,52,38,0.58,0.42,39,51,0.43,0.57,562,248,0.65,0.29
little_char_1177_d.png,d,d,391,0,1.00,0.00,391,0,1.00,0.00,391,0,1.00,0.00,391,0,1.00,0.00,337,54,0.86,0.14,391,0,1.00,0.00,338,53,0.86,0.14,282,109,0.72,0.28,391,0,1.00,0.00,3303,216,0.88,0.06
little_char_1197_a.png,a,,67,29,0.70,0.30,49,47,0.51,0.49,93,3,0.97,0.03,61,35,0.64,0.36,52,44,0.54,0.46,71,25,0.74,0.26,89,7,0.93,0.07,84,12,0.88,0.12,66,30,0.69,0.31,632,232,0.71,0.26
little_char_388_k.png,k,,102,30,0.77,0.23,129,3,0.98,0.02,132,0,1.00,0.00,83,49,0.63,0.37,82,50,0.62,0.38,132,0,1.00,0.00,45,87,0.34,0.66,80,52,0.61,0.39,97,35,0.73,0.27,882,306,0.72,0.25
little_char_547_i.png,i,i,21,0,1.00,0.00,18,3,0.86,0.14,9,12,0.43,0.57,20,1,0.95,0.05,3,18,0.14,0.86,14,7,0.67,0.33,16,5,0.76,0.24,5,16,0.24,0.76,16,5,0.76,0.24,122,67,0.53,0.29
little_char_926_q.png,q,a,345,63,0.85,0.15,334,74,0.82,0.18,401,7,0.98,0.02,402,6,0.99,0.01,266,142,0.65,0.35,408,0,1.00,0.00,408,0,1.00,0.00,358,50,0.88,0.12,408,0,1.00,0.00,3330,342,0.86,0.09
little_char_1389_c.png,c,,432,0,1.00,0.00,418,14,0.97,0.03,410,22,0.95,0.05,356,76,0.82,0.18,393,39,0.91,0.09,432,0,1.00,0.00,406,26,0.94,0.06,380,52,0.88,0.12,432,0,1.00,0.00,3659,229,0.92,0.06
little_char_198_q.png,q,,430,2,1.00,0.00,332,100,0.77,0.23,423,9,0.98,0.02,432,0,1.00,0.00,295,137,0.68,0.32,425,7,0.98,0.02,425,7,0.98,0.02,404,28,0.94,0.06,432,0,1.00,0.00,3598,290,0.91,0.07
little_char_1068_q.png,q,,39,45,0.46,0.54,43,41,0.51,0.49,47,37,0.56,0.44,83,1,0.99,0.01,50,34,0.60,0.40,26,58,0.31,0.69,84,0,1.00,0.00,51,33,0.61,0.39,62,22,0.74,0.26,485,271,0.62,0.35
little_char_660_j.png,j,,408,0,1.00,0.00,377,31,0.92,0.08,402,6,0.99,0.01,406,2,1.00,0.00,365,43,0.89,0.11,402,6,0.99,0.01,383,25,0.94,0.06,313,95,0.77,0.23,391,17,0.96,0.04,3447,225,0.90,0.06
little_char_366_v.png,v,v,414,0,1.00,0.00,414,0,1.00,0.00,414,0,1.00,0.00,390,24,0.94,0.06,283,131,0.68,0.32,386,28,0.93,0.07,414,0,1.00,0.00,368,46,0.89,0.11,414,0,1.00,0.00,3497,229,0.91,0.06
little_char_323_v.png,v,,58,30,0.66,0.34,88,0,1.00,0.00,67,21,0.76,0.24,57,31,0.65,0.35,81,7,0.92,0.08,54,34,0.61,0.39,79,9,0.90,0.10,31,57,0.35,0.65,86,2,0.98,0.02,601,191,0.70,0.22
