Image,Expected_Letter,Ocp_Letter,White_0_0,Black_0_0,White_Density_0_0,Black_Density_0_0,White_0_1,Black_0_1,White_Density_0_1,Black_Density_0_1,White_0_2,Black_0_2,White_Density_0_2,Black_Density_0_2,White_0_3,Black_0_3,White_Density_0_3,Black_Density_0_3,White_1_0,Black_1_0,White_Density_1_0,Black_Density_1_0,White_1_1,Black_1_1,White_Density_1_1,Black_Density_1_1,White_1_2,Black_1_2,White_Density_1_2,Black_Density_1_2,White_1_3,Black_1_3,White_Density_1_3,Black_Density_1_3,White_2_0,Black_2_0,White_Density_2_0,Black_Density_2_0,White_2_1,Black_2_1,White_Density_2_1,Black_Density_2_1,White_2_2,Black_2_2,White_Density_2_2,Black_Density_2_2,White_2_3,Black_2_3,White_Density_2_3,Black_Density_2_3,White_3_0,Black_3_0,White_Density_3_0,Black_Density_3_0,White_3_1,Black_3_1,White_Density_3_1,Black_Density_3_1,White_3_2,Black_3_2,White_Density_3_2,Black_Density_3_2,White_3_3,Black_3_3,White_Density_3_3,Black_Density_3_3,Total_White_Pixels,Total_Black_Pixels,Total_White_Density,Total_Black_Density
little_char_366_v.png,v,v,221,0,1.00,0.00,221,0,1.00,0.00,221,0,1.00,0.00,221,0,1.00,0.00,221,0,1.00,0.00,190,31,0.86,0.14,181,40,0.82,0.18,221,0,1.00,0.00,221,0,1.00,0.00,138,83,0.62,0.38,161,60,0.73,0.27,221,0,1.00,0.00,221,0,1.00,0.00,206,15,0.93,0.07,221,0,1.00,0.00,221,0,1.00,0.00,3307,229,0.86,0.06
little_char_323_v.png,v,,27,21,0.56,0.44,48,0,1.00,0.00,48,0,1.00,0.00,38,10,0.79,0.21,25,23,0.52,0.48,47,1,0.98,0.02,46,2,0.96,0.04,19,29,0.40,0.60,40,8,0.83,0.17,27,21,0.56,0.44,24,24,0.50,0.50,42,6,0.88,0.12,48,0,1.00,0.00,24,24,0.50,0.50,26,22,0.54,0.46,48,0,1.00,0.00,577,191,0.67,0.22
little_char_981_v.png,v,v,56,0,1.00,0.00,56,0,1.00,0.00,56,0,1.00,0.00,34,22,0.61,0.39,21,35,0.38,0.62,56,0,1.00,0.00,37,19,0.66,0.34,36,20,0.64,0.36,29,27,0.52,0.48,42,14,0.75,0.25,30,26,0.54,0.46,56,0,1.00,0.00,42,14,0.75,0.25,17,39,0.30,0.70,55,1,0.98,0.02,56,0,1.00,0.00,679,217,0.69,0.22
little_char_399_t.png,t,d,221,0,1.00,0.00,215,6,0.97,0.03,221,0,1.00,0.00,221,0,1.00,0.00,221,0,1.00,0.00,172,49,0.78,0.22,221,0,1.00,0.00,221,0,1.00,0.00,221,0,1.00,0.00,142,79,0.64,0.36,200,21,0.90,0.10,221,0,1.00,0.00,221,0,1.00,0.00,212,9,0.96,0.04,221,0,1.00,0.00,221,0,1.00,0.00,3372,164,0.90,0.04
little_char_104_p.png,p,,216,5,0.98,0.02,211,10,0.95,0.05,215,6,0.97,0.03,218,3,0.99,0.01,221,0,1.00,0.00,126,95,0.57,0.43,175,46,0.79,0.21,221,0,1.00,0.00,221,0,1.00,0.00,159,62,0.72,0.28,221,0,1.00,0.00,221,0,1.00,0.00,221,0,1.00,0.00,209,12,0.95,0.05,221,0,1.00,0.00,221,0,1.00,0.00,3297,239,0.86,0.06
little_char_1306_h.png,h,h,39,15,0.72,0.28,44,10,0.81,0.19,54,0,1.00,0.00,54,0,1.00,0.00,34,20,0.63,0.37,37,17,0.69,0.31,31,23,0.57,0.43,41,13,0.76,0.24,27,27,0.50,0.50,34,20,0.63,0.37,53,1,0.98,0.02,18,36,0.33,0.67,48,6,0.89,0.11,54,0,1.00,0.00,54,0,1.00,0.00,21,33,0.39,0.61,643,221,0.72,0.25
little_char_321_c.png,c,e,45,0,1.00,0.00,29,16,0.64,0.36,27,18,0.60,0.40,44,1,0.98,0.02,26,19,0.58,0.42,38,7,0.84,0.16,45,0,1.00,0.00,45,0,1.00,0.00,20,25,0.44,0.56,45,0,1.00,0.00,45,0,1.00,0.00,45,0,1.00,0.00,33,12,0.73,0.27,16,29,0.36,0.64,26,19,0.58,0.42,26,19,0.58,0.42,555,165,0.67,0.20
little_char_342_w.png,w,,234,0,1.00,0.00,234,0,1.00,0.00,234,0,1.00,0.00,234,0,1.00,0.00,231,3,0.99,0.01,204,30,0.87,0.13,225,9,0.96,0.04,234,0,1.00,0.00,228,6,0.97,0.03,150,84,0.64,0.36,120,114,0.51,0.49,205,29,0.88,0.12,234,0,1.00,0.00,213,21,0.91,0.09,234,0,1.00,0.00,234,0,1.00,0.00,3448,296,0.87,0.07
little_char_1274_q.png,q,q,42,12,0.78,0.22,24,30,0.44,0.56,22,32,0.41,0.59,36,18,0.67,0.33,22,32,0.41,0.59,33,21,0.61,0.39,12,42,0.22,0.78,15,39,0.28,0.72,54,0,1.00,0.00,47,7,0.87,0.13,1,53,0.02,0.98,50,4,0.93,0.07,54,0,1.00,0.00,49,5,0.91,0.09,4,50,0.07,0.93,54,0,1.00,0.00,519,345,0.53,0.35
little_char_1315_u.png,u,j,25,17,0.60,0.40,42,0,1.00,0.00,42,0,1.00,0.00,36,6,0.86,0.14,19,23,0.45,0.55,42,0,1.00,0.00,42,0,1.00,0.00,12,30,0.29,0.71,19,23,0.45,0.55,40,2,0.95,0.05,42,0,1.00,0.00,16,26,0.38,0.62,36,6,0.86,0.14,13,29,0.31,0.69,14,28,0.33,0.67,22,20,0.52,0.48,462,210,0.64,0.29
little_char_364_a.png,a,,234,0,1.00,0.00,234,0,1.00,0.00,234,0,1.00,0.00,233,1,1.00,0.00,229,5,0.98,0.02,162,72,0.69,0.31,220,14,0.94,0.06,234,0,1.00,0.00,230,4,0.98,0.02,162,72,0.69,0.31,154,80,0.66,0.34,221,13,0.94,0.06,234,0,1.00,0.00,234,0,1.00,0.00,234,0,1.00,0.00,221,13,0.94,0.06,3470,274,0.89,0.07
little_char_351_h.png,h,h,40,23,0.63,0.37,62,1,0.98,0.02,63,0,1.00,0.00,63,0,1.00,0.00,32,31,0.51,0.49,58,5,0.92,0.08,55,8,0.87,0.13,55,8,0.87,0.13,26,37,0.41,0.59,30,33,0.48,0.52,45,18,0.71,0.29,20,43,0.32,0.68,44,19,0.70,0.30,62,1,0.98,0.02,63,0,1.00,0.00,32,31,0.51,0.49,750,258,0.68,0.23
little_char_1222_n.png,n,n,234,0,1.00,0.00,234,0,1.00,0.00,234,0,1.00,0.00,233,1,1.00,0.00,231,3,0.99,0.01,153,81,0.65,0.35,233,1,1.00,0.00,234,0,1.00,0.00,204,30,0.87,0.13,162,72,0.69,0.31,229,5,0.98,0.02,234,0,1.00,0.00,234,0,1.00,0.00,233,1,1.00,0.00,234,0,1.00,0.00,234,0,1.00,0.00,3550,194,0.93,0.05
little_char_230_l.png,l,,226,8,0.97,0.03,231,3,0.99,0.01,234,0,1.00,0.00,234,0,1.00,0.00,231,3,0.99,0.01,192,42,0.82,0.18,220,14,0.94,0.06,234,0,1.00,0.00,225,9,0.96,0.04,226,8,0.97,0.03,196,38,0.84,0.16,234,0,1.00,0.00,226,8,0.97,0.03,234,0,1.00,0.00,231,3,0.99,0.01,234,0,1.00,0.00,3608,136,0.93,0.03
little_char_307_b.png,b,,19,21,0.47,0.53,35,5,0.88,0.12,40,0,1.00,0.00,40,0,1.00,0.00,16,24,0.40,0.60,35,5,0.88,0.12,40,0,1.00,0.00,40,0,1.00,0.00,16,24,0.40,0.60,25,15,0.62,0.38,21,19,0.53,0.47,24,16,0.60,0.40,22,18,0.55,0.45,19,21,0.47,0.53,22,18,0.55,0.45,16,24,0.40,0.60,430,210,0.58,0.29
little_char_1009_e.png,e,e,41,1,0.98,0.02,21,21,0.50,0.50,18,24,0.43,0.57,40,2,0.95,0.05,16,26,0.38,0.62,21,21,0.50,0.50,12,30,0.29,0.71,33,9,0.79,0.21,16,26,0.38,0.62,19,23,0.45,0.55,34,8,0.81,0.19,42,0,1.00,0.00,39,3,0.93,0.07,18,24,0.43,0.57,21,21,0.50,0.50,29,13,0.69,0.31,420,252,0.52,0.31
little_char_793_b.png,b,,215,6,0.97,0.03,208,13,0.94,0.06,207,14,0.94,0.06,204,17,0.92,0.08,221,0,1.00,0.00,180,41,0.81,0.19,221,0,1.00,0.00,221,0,1.00,0.00,221,0,1.00,0.00,132,89,0.60,0.40,210,11,0.95,0.05,221,0,1.00,0.00,221,0,1.00,0.00,158,63,0.71,0.29,205,16,0.93,0.07,221,0,1.00,0.00,3266,270,0.86,0.07
little_char_1289_d.png,d,d,221,0,1.00,0.00,221,0,1.00,0.00,214,7,0.97,0.03,221,0,1.00,0.00,221,0,1.00,0.00,221,0,1.00,0.00,167,54,0.76,0.24,221,0,1.00,0.00,198,23,0.90,0.10,145,76,0.66,0.34,187,34,0.85,0.15,221,0,1.00,0.00,213,8,0.96,0.04,159,62,0.72,0.28,216,5,0.98,0.02,221,0,1.00,0.00,3267,269,0.85,0.07
little_char_1014_w.png,w,u,32,22,0.59,0.41,53,1,0.98,0.02,49,5,0.91,0.09,50,4,0.93,0.07,30,24,0.56,0.44,51,3,0.94,0.06,29,25,0.54,0.46,35,19,0.65,0.35,27,27,0.50,0.50,44,10,0.81,0.19,20,34,0.37,0.63,28,26,0.52,0.48,34,20,0.63,0.37,15,39,0.28,0.72,26,28,0.48,0.52,31,23,0.57,0.43,554,310,0.56,0.31
little_char_961_q.png,q,,228,6,0.97,0.03,187,47,0.80,0.20,231,3,0.99,0.01,234,0,1.00,0.00,226,8,0.97,0.03,133,101,0.57,0.43,218,16,0.93,0.07,234,0,1.00,0.00,230,4,0.98,0.02,178,56,0.76,0.24,234,0,1.00,0.00,234,0,1.00,0.00,234,0,1.00,0.00,227,7,0.97,0.03,234,0,1.00,0.00,234,0,1.00,0.00,3496,248,0.89,0.06
little_char_1140_z.png,z,a,24,24,0.50,0.50,16,32,0.33,0.67,44,4,0.92,0.08,48,0,1.00,0.00,37,11,0.77,0.23,15,33,0.31,0.69,38,10,0.79,0.21,36,12,0.75,0.25,32,16,0.67,0.33,24,24,0.50,0.50,36,12,0.75,0.25,40,8,0.83,0.17,13,35,0.27,0.73,25,23,0.52,0.48,24,24,0.50,0.50,38,10,0.79,0.21,490,278,0.55,0.31
little_char_813_h.png,h,h,34,6,0.85,0.15,20,20,0.50,0.50,40,0,1.00,0.00,40,0,1.00,0.00,20,20,0.50,0.50,31,9,0.78,0.23,29,11,0.72,0.28,22,18,0.55,0.45,16,24,0.40,0.60,17,23,0.42,0.57,30,10,0.75,0.25,14,26,0.35,0.65,34,6,0.85,0.15,38,2,0.95,0.05,40,0,1.00,0.00,7,33,0.17,0.82,432,208,0.54,0.26
little_char_1195_v.png,v,,53,10,0.84,0.16,61,2,0.97,0.03,52,11,0.83,0.17,41,22,0.65,0.35,29,34,0.46,0.54,51,12,0.81,0.19,32,31,0.51,0.49,63,0,1.00,0.00,27,36,0.43,0.57,25,38,0.40,0.60,62,1,0.98,0.02,63,0,1.00,0.00,33,30,0.52,0.48,26,37,0.41,0.59,63,0,1.00,0.00,63,0,1.00,0.00,744,264,0.70,0.25
little_char_55_b.png,b,b,35,13,0.73,0.27,37,11,0.77,0.23,48,0,1.00,0.00,48,0,1.00,0.00,32,16,0.67,0.33,33,15,0.69,0.31,48,0,1.00,0.00,48,0,1.00,0.00,27,21,0.56,0.44,31,17,0.65,0.35,26,22,0.54,0.46,37,11,0.77,0.23,25,23,0.52,0.48,26,22,0.54,0.46,34,14,0.71,0.29,10,38,0.21,0.79,545,223,0.60,0.25
little_char_1130_d.png,d,a,63,0,1.00,0.00,63,0,1.00,0.00,63,0,1.00,0.00,35,28,0.56,0.44,63,0,1.00,0.00,63,0,1.00,0.00,55,8,0.87,0.13,40,23,0.63,0.37,48,15,0.76,0.24,36,27,0.57,0.43,30,33,0.48,0.52,36,27,0.57,0.43,39,24,0.62,0.38,37,26,0.59,0.41,39,24,0.62,0.38,38,25,0.60,0.40,748,260,0.72,0.25
little_char_629_r.png,r,i,233,1,1.00,0.00,234,0,1.00,0.00,234,0,1.00,0.00,234,0,1.00,0.00,234,0,1.00,0.00,225,9,0.96,0.04,183,51,0.78,0.22,234,0,1.00,0.00,234,0,1.00,0.00,174,60,0.74,0.26,231,3,0.99,0.01,234,0,1.00,0.00,234,0,1.00,0.00,219,15,0.94,0.06,234,0,1.00,0.00,234,0,1.00,0.00,3605,139,0.93,0.04
little_char_1097_q.png,q,a,231,3,0.99,0.01,174,60,0.74,0.26,234,0,1.00,0.00,232,2,0.99,0.01,225,9,0.96,0.04,109,125,0.47,0.53,234,0,1.00,0.00,234,0,1.00,0.00,234,0,1.00,0.00,155,79,0.66,0.34,234,0,1.00,0.00,234,0,1.00,0.00,234,0,1.00,0.00,204,30,0.87,0.13,234,0,1.00,0.00,234,0,1.00,0.00,3436,308,0.88,0.08
little_char_1206_x.png,x,,45,11,0.80,0.20,55,1,0.98,0.02,29,27,0.52,0.48,52,4,0.93,0.07,50,6,0.89,0.11,18,38,0.32,0.68,31,25,0.55,0.45,56,0,1.00,0.00,48,8,0.86,0.14,30,26,0.54,0.46,21,35,0.38,0.62,43,13,0.77,0.23,31,25,0.55,0.45,55,1,0.98,0.02,52,4,0.93,0.07,32,24,0.57,0.43,648,248,0.70,0.27
little_char_29_q.png,q,,37,19,0.66,0.34,31,25,0.55,0.45,41,15,0.73,0.27,56,0,1.00,0.00,29,27,0.52,0.48,25,31,0.45,0.55,10,46,0.18,0.82,52,4,0.93,0.07,56,0,1.00,0.00,56,0,1.00,0.00,50,6,0.89,0.11,28,28,0.50,0.50,52,4,0.93,0.07,28,28,0.50,0.50,31,25,0.55,0.45,31,25,0.55,0.45,613,283,0.66,0.31
little_char_232_n.png,n,,234,0,1.00,0.00,234,0,1.00,0.00,234,0,1.00,0.00,234,0,1.00,0.00,233,1,1.00,0.00,198,36,0.85,0.15,234,0,1.00,0.00,232,2,0.99,0.01,182,52,0.78,0.22,177,57,0.76,0.24,234,0,1.00,0.00,234,0,1.00,0.00,214,20,0.91,0.09,233,1,1.00,0.00,234,0,1.00,0.00,232,2,0.99,0.01,3573,171,0.95,0.05
little_char_353_j.png,j,d,35,0,1.00,0.00,35,0,1.00,0.00,25,10,0.71,0.29,27,8,0.77,0.23,35,0,1.00,0.00,35,0,1.00,0.00,25,10,0.71,0.29,21,14,0.60,0.40,14,21,0.40,0.60,35,0,1.00,0.00,32,3,0.91,0.09,11,24,0.31,0.69,26,9,0.74,0.26,13,22,0.37,0.63,19,16,0.54,0.46,4,31,0.11,0.89,392,168,0.57,0.25
little_char_1374_a.png,a,,48,16,0.75,0.25,32,32,0.50,0.50,43,21,0.67,0.33,64,0,1.00,0.00,36,28,0.56,0.44,64,0,1.00,0.00,30,34,0.47,0.53,64,0,1.00,0.00,47,17,0.73,0.27,36,28,0.56,0.44,14,50,0.22,0.78,59,5,0.92,0.08,64,0,1.00,0.00,64,0,1.00,0.00,58,6,0.91,0.09,32,32,0.50,0.50,755,269,0.69,0.25
little_char_386_q.png,q,,48,18,0.73,0.27,38,28,0.58,0.42,36,30,0.55,0.45,44,22,0.67,0.33,39,27,0.59,0.41,36,30,0.55,0.45,34,32,0.52,0.48,28,38,0.42,0.58,66,0,1.00,0.00,66,0,1.00,0.00,16,50,0.24,0.76,64,2,0.97,0.03,66,0,1.00,0.00,56,10,0.85,0.15,32,34,0.48,0.52,66,0,1.00,0.00,735,321,0.70,0.30
little_char_1151_r.png,r,c,234,0,1.00,0.00,234,0,1.00,0.00,234,0,1.00,0.00,232,2,0.99,0.01,234,0,1.00,0.00,169,65,0.72,0.28,205,29,0.88,0.12,234,0,1.00,0.00,231,3,0.99,0.01,169,65,0.72,0.28,234,0,1.00,0.00,234,0,1.00,0.00,234,0,1.00,0.00,210,24,0.90,0.10,234,0,1.00,0.00,234,0,1.00,0.00,3556,188,0.90,0.05
little_char_71_t.png,t,,49,0,1.00,0.00,30,19,0.61,0.39,49,0,1.00,0.00,49,0,1.00,0.00,38,11,0.78,0.22,15,34,0.31,0.69,26,23,0.53,0.47,23,26,0.47,0.53,49,0,1.00,0.00,24,25,0.49,0.51,49,0,1.00,0.00,49,0,1.00,0.00,49,0,1.00,0.00,19,30,0.39,0.61,49,0,1.00,0.00,49,0,1.00,0.00,616,168,0.71,0.19
little_char_990_k.png,k,,224,10,0.96,0.04,232,2,0.99,0.01,234,0,1.00,0.00,234,0,1.00,0.00,232,2,0.99,0.01,193,41,0.82,0.18,231,3,0.99,0.01,234,0,1.00,0.00,232,2,0.99,0.01,130,104,0.56,0.44,165,69,0.71,0.29,234,0,1.00,0.00,231,3,0.99,0.01,220,14,0.94,0.06,180,54,0.77,0.23,233,1,1.00,0.00,3439,305,0.87,0.08
little_char_854_j.png,j,,35,0,1.00,0.00,35,0,1.00,0.00,18,17,0.51,0.49,23,12,0.66,0.34,35,0,1.00,0.00,35,0,1.00,0.00,26,9,0.74,0.26,14,21,0.40,0.60,28,7,0.80,0.20,35,0,1.00,0.00,35,0,1.00,0.00,8,27,0.23,0.77,22,13,0.63,0.37,13,22,0.37,0.63,14,21,0.40,0.60,19,16,0.54,0.46,395,165,0.65,0.27
little_char_572_u.png,u,,221,0,1.00,0.00,221,0,1.00,0.00,221,0,1.00,0.00,221,0,1.00,0.00,218,3,0.99,0.01,207,14,0.94,0.06,206,15,0.93,0.07,221,0,1.00,0.00,200,21,0.90,0.10,180,41,0.81,0.19,167,54,0.76,0.24,221,0,1.00,0.00,221,0,1.00,0.00,169,52,0.76,0.24,204,17,0.92,0.08,221,0,1.00,0.00,3319,217,0.85,0.06
little_char_963_d.png,d,d,221,0,1.00,0.00,221,0,1.00,0.00,206,15,0.93,0.07,221,0,1.00,0.00,221,0,1.00,0.00,221,0,1.00,0.00,179,42,0.81,0.19,221,0,1.00,0.00,221,0,1.00,0.00,151,70,0.68,0.32,156,65,0.71,0.29,221,0,1.00,0.00,221,0,1.00,0.00,173,48,0.78,0.22,194,27,0.88,0.12,221,0,1.00,0.00,3269,267,0.85,0.07
little_char_346_q.png,q,,31,9,0.78,0.23,16,24,0.40,0.60,16,24,0.40,0.60,31,9,0.78,0.23,22,18,0.55,0.45,11,29,0.28,0.72,14,26,0.35,0.65,18,22,0.45,0.55,40,0,1.00,0.00,40,0,1.00,0.00,4,36,0.10,0.90,36,4,0.90,0.10,40,0,1.00,0.00,34,6,0.85,0.15,8,32,0.20,0.80,40,0,1.00,0.00,401,239,0.57,0.34
little_char_282_g.png,g,g,32,16,0.67,0.33,24,24,0.50,0.50,24,24,0.50,0.50,40,8,0.83,0.17,24,24,0.50,0.50,28,20,0.58,0.42,22,26,0.46,0.54,3,45,0.06,0.94,48,0,1.00,0.00,48,0,1.00,0.00,48,0,1.00,0.00,26,22,0.54,0.46,48,0,1.00,0.00,22,26,0.46,0.54,25,23,0.52,0.48,16,32,0.33,0.67,478,290,0.54,0.33
little_char_1381_h.png,h,,34,6,0.85,0.15,27,13,0.68,0.33,40,0,1.00,0.00,40,0,1.00,0.00,22,18,0.55,0.45,32,8,0.80,0.20,36,4,0.90,0.10,40,0,1.00,0.00,16,24,0.40,0.60,12,28,0.30,0.70,24,16,0.60,0.40,13,27,0.33,0.68,29,11,0.72,0.28,37,3,0.93,0.07,40,0,1.00,0.00,15,25,0.38,0.62,457,183,0.58,0.23
little_char_496_q.png,q,g,37,11,0.77,0.23,24,24,0.50,0.50,20,28,0.42,0.58,30,18,0.62,0.38,21,27,0.44,0.56,45,3,0.94,0.06,33,15,0.69,0.31,29,19,0.60,0.40,45,3,0.94,0.06,28,20,0.58,0.42,13,35,0.27,0.73,45,3,0.94,0.06,48,0,1.00,0.00,26,22,0.54,0.46,38,10,0.79,0.21,48,0,1.00,0.00,530,238,0.65,0.29
little_char_1349_v.png,v,,29,20,0.59,0.41,49,0,1.00,0.00,49,0,1.00,0.00,40,9,0.82,0.18,21,28,0.43,0.57,48,1,0.98,0.02,37,12,0.76,0.24,31,18,0.63,0.37,32,17,0.65,0.35,33,16,0.67,0.33,17,32,0.35,0.65,49,0,1.00,0.00,45,4,0.92,0.08,8,41,0.16,0.84,43,6,0.88,0.12,49,0,1.00,0.00,580,204,0.69,0.24
little_char_965_u.png,u,u,221,0,1.00,0.00,221,0,1.00,0.00,221,0,1.00,0.00,221,0,1.00,0.00,209,12,0.95,0.05,200,21,0.90,0.10,219,2,0.99,0.01,221,0,1.00,0.00,196,25,0.89,0.11,148,73,0.67,0.33,203,18,0.92,0.08,221,0,1.00,0.00,221,0,1.00,0.00,193,28,0.87,0.13,221,0,1.00,0.00,221,0,1.00,0.00,3357,179,0.88,0.05
little_char_476_c.png,c,,234,0,1.00,0.00,232,2,0.99,0.01,234,0,1.00,0.00,230,4,0.98,0.02,234,0,1.00,0.00,212,22,0.91,0.09,207,27,0.88,0.12,234,0,1.00,0.00,234,0,1.00,0.00,158,76,0.68,0.32,207,27,0.88,0.12,234,0,1.00,0.00,234,0,1.00,0.00,230,4,0.98,0.02,224,10,0.96,0.04,233,1,1.00,0.00,3571,173,0.94,0.05
little_char_541_z.png,z,z,47,7,0.87,0.13,30,24,0.56,0.44,27,27,0.50,0.50,41,13,0.76,0.24,54,0,1.00,0.00,53,1,0.98,0.02,25,29,0.46,0.54,38,16,0.70,0.30,47,7,0.87,0.13,15,39,0.28,0.72,37,17,0.69,0.31,40,14,0.74,0.26,38,16,0.70,0.30,22,32,0.41,0.59,32,22,0.59,0.41,33,21,0.61,0.39,579,285,0.55,0.27
little_char_1060_m.png,m,m,221,0,1.00,0.00,221,0,1.00,0.00,221,0,1.00,0.00,220,1,1.00,0.00,221,0,1.00,0.00,198,23,0.90,0.10,167,54,0.76,0.24,202,19,0.91,0.09,221,0,1.00,0.00,152,69,0.69,0.31,135,86,0.61,0.39,169,52,0.76,0.24,221,0,1.00,0.00,216,5,0.98,0.02,206,15,0.93,0.07,194,27,0.88,0.12,3185,351,0.83,0.09
little_char_950_k.png,k,e,39,17,0.70,0.30,56,0,1.00,0.00,56,0,1.00,0.00,56,0,1.00,0.00,33,23,0.59,0.41,47,9,0.84,0.16,34,22,0.61,0.39,56,0,1.00,0.00,20,36,0.36,0.64,23,33,0.41,0.59,54,2,0.96,0.04,56,0,1.00,0.00,36,20,0.64,0.36,20,36,0.36,0.64,28,28,0.50,0.50,35,21,0.62,0.38,649,247,0.72,0.28
little_char_415_w.png,w,,234,0,1.00,0.00,234,0,1.00,0.00,234,0,1.00,0.00,234,0,1.00,0.00,218,16,0.93,0.07,202,32,0.86,0.14,199,35,0.85,0.15,227,7,0.97,0.03,215,19,0.92,0.08,178,56,0.76,0.24,121,113,0.52,0.48,234,0,1.00,0.00,234,0,1.00,0.00,230,4,0.98,0.02,234,0,1.00,0.00,234,0,1.00,0.00,3462,282,0.89,0.07
little_char_1025_m.png,m,,233,1,1.00,0.00,234,0,1.00,0.00,234,0,1.00,0.00,234,0,1.00,0.00,234,0,1.00,0.00,175,59,0.75,0.25,230,4,0.98,0.02,234,0,1.00,0.00,225,9,0.96,0.04,101,133,0.43,0.57,147,87,0.63,0.37,234,0,1.00,0.00,234,0,1.00,0.00,231,3,0.99,0.01,232,2,0.99,0.01,233,1,1.00,0.00,3445,299,0.90,0.08
little_char_1157_c.png,c,c,42,0,1.00,0.00,26,16,0.62,0.38,16,26,0.38,0.62,35,7,0.83,0.17,23,19,0.55,0.45,34,8,0.81,0.19,42,0,1.00,0.00,42,0,1.00,0.00,20,22,0.48,0.52,37,5,0.88,0.12,42,0,1.00,0.00,39,3,0.93,0.07,39,3,0.93,0.07,20,22,0.48,0.52,18,24,0.43,0.57,19,23,0.45,0.55,494,178,0.66,0.24
little_char_989_j.png,j,,231,3,0.99,0.01,211,23,0.90,0.10,234,0,1.00,0.00,234,0,1.00,0.00,234,0,1.00,0.00,220,14,0.94,0.06,234,0,1.00,0.00,234,0,1.00,0.00,234,0,1.00,0.00,184,50,0.79,0.21,234,0,1.00,0.00,234,0,1.00,0.00,225,9,0.96,0.04,169,65,0.72,0.28,234,0,1.00,0.00,233,1,1.00,0.00,3579,165,0.90,0.04
little_char_371_z.png,z,i,41,22,0.65,0.35,40,23,0.63,0.37,16,47,0.25,0.75,62,1,0.98,0.02,63,0,1.00,0.00,40,23,0.63,0.37,35,28,0.56,0.44,57,6,0.90,0.10,63,0,1.00,0.00,31,32,0.49,0.51,44,19,0.70,0.30,45,18,0.71,0.29,53,10,0.84,0.16,25,38,0.40,0.60,30,33,0.48,0.52,49,14,0.78,0.22,694,314,0.64,0.29
little_char_1211_v.png,v,v,20,16,0.56,0.44,35,1,0.97,0.03,36,0,1.00,0.00,22,14,0.61,0.39,24,12,0.67,0.33,22,14,0.61,0.39,23,13,0.64,0.36,19,17,0.53,0.47,32,4,0.89,0.11,11,25,0.31,0.69,11,25,0.31,0.69,36,0,1.00,0.00,36,0,1.00,0.00,12,24,0.33,0.67,18,18,0.50,0.50,36,0,1.00,0.00,393,183,0.56,0.26
little_char_422_k.png,k,,57,6,0.90,0.10,41,22,0.65,0.35,63,0,1.00,0.00,63,0,1.00,0.00,36,27,0.57,0.43,51,12,0.81,0.19,63,0,1.00,0.00,59,4,0.94,0.06,32,31,0.51,0.49,42,21,0.67,0.33,38,25,0.60,0.40,42,21,0.67,0.33,47,16,0.75,0.25,40,23,0.63,0.37,42,21,0.67,0.33,50,13,0.79,0.21,766,242,0.73,0.23
little_char_181_e.png,e,,34,1,0.97,0.03,13,22,0.37,0.63,15,20,0.43,0.57,35,0,1.00,0.00,16,19,0.46,0.54,14,21,0.40,0.60,10,25,0.29,0.71,33,2,0.94,0.06,9,26,0.26,0.74,21,14,0.60,0.40,29,6,0.83,0.17,35,0,1.00,0.00,19,16,0.54,0.46,10,25,0.29,0.71,20,15,0.57,0.43,24,11,0.69,0.31,337,223,0.52,0.35
little_char_1082_j.png,j,,40,0,1.00,0.00,40,0,1.00,0.00,19,21,0.47,0.53,37,3,0.93,0.07,40,0,1.00,0.00,40,0,1.00,0.00,19,21,0.47,0.53,33,7,0.82,0.17,27,13,0.68,0.33,40,0,1.00,0.00,34,6,0.85,0.15,16,24,0.40,0.60,34,6,0.85,0.15,21,19,0.53,0.47,20,20,0.50,0.50,18,22,0.45,0.55,478,162,0.71,0.24
little_char_1193_g.png,g,a,32,16,0.67,0.33,22,26,0.46,0.54,13,35,0.27,0.73,38,10,0.79,0.21,36,12,0.75,0.25,28,20,0.58,0.42,22,26,0.46,0.54,17,31,0.35,0.65,48,0,1.00,0.00,48,0,1.00,0.00,48,0,1.00,0.00,20,28,0.42,0.58,45,3,0.94,0.06,32,16,0.67,0.33,32,16,0.67,0.33,20,28,0.42,0.58,501,267,0.53,0.28
little_char_474_a.png,a,,229,5,0.98,0.02,234,0,1.00,0.00,234,0,1.00,0.00,234,0,1.00,0.00,225,9,0.96,0.04,166,68,0.71,0.29,189,45,0.81,0.19,234,0,1.00,0.00,230,4,0.98,0.02,172,62,0.74,0.26,150,84,0.64,0.36,234,0,1.00,0.00,232,2,0.99,0.01,234,0,1.00,0.00,234,0,1.00,0.00,234,0,1.00,0.00,3465,279,0.90,0.07
little_char_885_u.png,u,,34,22,0.61,0.39,44,12,0.79,0.21,56,0,1.00,0.00,36,20,0.64,0.36,25,31,0.45,0.55,56,0,1.00,0.00,56,0,1.00,0.00,26,30,0.46,0.54,29,27,0.52,0.48,56,0,1.00,0.00,42,14,0.75,0.25,33,23,0.59,0.41,43,13,0.77,0.23,26,30,0.46,0.54,27,29,0.48,0.52,54,2,0.96,0.04,643,253,0.72,0.28
