Image,Expected_Letter,Ocp_Letter,White_0_0,Black_0_0,White_Density_0_0,Black_Density_0_0,White_0_1,Black_0_1,White_Density_0_1,Black_Density_0_1,White_0_2,Black_0_2,White_Density_0_2,Black_Density_0_2,White_0_3,Black_0_3,White_Density_0_3,Black_Density_0_3,White_0_4,Black_0_4,White_Density_0_4,Black_Density_0_4,White_1_0,Black_1_0,White_Density_1_0,Black_Density_1_0,White_1_1,Black_1_1,White_Density_1_1,Black_Density_1_1,White_1_2,Black_1_2,White_Density_1_2,Black_Density_1_2,White_1_3,Black_1_3,White_Density_1_3,Black_Density_1_3,White_1_4,Black_1_4,White_Density_1_4,Black_Density_1_4,White_2_0,Black_2_0,White_Density_2_0,Black_Density_2_0,White_2_1,Black_2_1,White_Density_2_1,Black_Density_2_1,White_2_2,Black_2_2,White_Density_2_2,Black_Density_2_2,White_2_3,Black_2_3,White_Density_2_3,Black_Density_2_3,White_2_4,Black_2_4,White_Density_2_4,Black_Density_2_4,White_3_0,Black_3_0,White_Density_3_0,Black_Density_3_0,White_3_1,Black_3_1,White_Density_3_1,Black_Density_3_1,White_3_2,Black_3_2,White_Density_3_2,Black_Density_3_2,White_3_3,Black_3_3,White_Density_3_3,Black_Density_3_3,White_3_4,Black_3_4,White_Density_3_4,Black_Density_3_4,White_4_0,Black_4_0,White_Density_4_0,Black_Density_4_0,White_4_1,Black_4_1,White_Density_4_1,Black_Density_4_1,White_4_2,Black_4_2,White_Density_4_2,Black_Density_4_2,White_4_3,Black_4_3,White_Density_4_3,Black_Density_4_3,White_4_4,Black_4_4,White_Density_4_4,Black_Density_4_4,Total_White_Pixels,Total_Black_Pixels,Total_White_Density,Total_Black_Density,Letter_From_Random_Forest
big_char_344_P.png,P,,30,0,1.0,0.0,20,10,0.67,0.33,8,22,0.27,0.73,10,20,0.33,0.67,17,13,0.57,0.43,24,6,0.8,0.2,7,23,0.23,0.77,23,7,0.77,0.23,13,17,0.43,0.57,3,27,0.1,0.9,15,15,0.5,0.5,1,29,0.03,0.97,9,21,0.3,0.7,22,8,0.73,0.27,29,1,0.97,0.03,9,21,0.3,0.7,14,16,0.47,0.53,30,0,1.0,0.0,30,0,1.0,0.0,30,0,1.0,0.0,7,23,0.23,0.77,22,8,0.73,0.27,30,0,1.0,0.0,30,0,1.0,0.0,30,0,1.0,0.0,463,287,0.55,0.34,P
big_char_371_Y.png,Y,I,154,0,1.0,0.0,151,3,0.98,0.02,154,0,1.0,0.0,154,0,1.0,0.0,154,0,1.0,0.0,154,0,1.0,0.0,113,41,0.73,0.27,68,86,0.44,0.56,154,0,1.0,0.0,154,0,1.0,0.0,154,0,1.0,0.0,154,0,1.0,0.0,109,45,0.71,0.29,136,18,0.88,0.12,154,0,1.0,0.0,154,0,1.0,0.0,123,31,0.8,0.2,147,7,0.95,0.05,109,45,0.71,0.29,154,0,1.0,0.0,154,0,1.0,0.0,147,7,0.95,0.05,100,54,0.65,0.35,146,8,0.95,0.05,154,0,1.0,0.0,3505,345,0.89,0.09,Y
big_char_238_F.png,F,,35,1,0.97,0.03,19,17,0.53,0.47,12,24,0.33,0.67,16,20,0.44,0.56,28,8,0.78,0.22,20,16,0.56,0.44,15,21,0.42,0.58,35,1,0.97,0.03,29,7,0.81,0.19,16,20,0.44,0.56,12,24,0.33,0.67,3,33,0.08,0.92,6,30,0.17,0.83,8,28,0.22,0.78,13,23,0.36,0.64,13,23,0.36,0.64,7,29,0.19,0.81,36,0,1.0,0.0,36,0,1.0,0.0,36,0,1.0,0.0,21,15,0.58,0.42,6,30,0.17,0.83,36,0,1.0,0.0,36,0,1.0,0.0,36,0,1.0,0.0,530,370,0.46,0.32,F
big_char_1333_C.png,C,,36,0,1.0,0.0,36,0,1.0,0.0,31,5,0.86,0.14,15,21,0.42,0.58,10,26,0.28,0.72,36,0,1.0,0.0,18,18,0.5,0.5,22,14,0.61,0.39,34,2,0.94,0.06,36,0,1.0,0.0,20,16,0.56,0.44,28,8,0.78,0.22,36,0,1.0,0.0,36,0,1.0,0.0,36,0,1.0,0.0,19,17,0.53,0.47,21,15,0.58,0.42,36,0,1.0,0.0,36,0,1.0,0.0,36,0,1.0,0.0,35,1,0.97,0.03,21,15,0.58,0.42,12,24,0.33,0.67,12,24,0.33,0.67,15,21,0.42,0.58,673,227,0.66,0.22,C
big_char_102_W.png,W,W,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,125,15,0.89,0.11,130,10,0.93,0.07,123,17,0.88,0.12,140,0,1.0,0.0,140,0,1.0,0.0,132,8,0.94,0.06,116,24,0.83,0.17,99,41,0.71,0.29,92,48,0.66,0.34,140,0,1.0,0.0,140,0,1.0,0.0,93,47,0.66,0.34,81,59,0.58,0.42,84,56,0.6,0.4,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,131,9,0.94,0.06,113,27,0.81,0.19,140,0,1.0,0.0,3139,361,0.82,0.09,W
big_char_452_A.png,A,A,30,0,1.0,0.0,30,0,1.0,0.0,20,10,0.67,0.33,9,21,0.3,0.7,23,7,0.77,0.23,30,0,1.0,0.0,17,13,0.57,0.43,11,19,0.37,0.63,21,9,0.7,0.3,12,18,0.4,0.6,26,4,0.87,0.13,1,29,0.03,0.97,9,21,0.3,0.7,5,25,0.17,0.83,18,12,0.6,0.4,14,16,0.47,0.53,17,13,0.57,0.43,30,0,1.0,0.0,16,14,0.53,0.47,14,16,0.47,0.53,9,21,0.3,0.7,24,6,0.8,0.2,30,0,1.0,0.0,18,12,0.6,0.4,6,24,0.2,0.8,440,310,0.52,0.36,A
big_char_1208_W.png,W,,138,2,0.99,0.01,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,112,28,0.8,0.2,135,5,0.96,0.04,140,0,1.0,0.0,126,14,0.9,0.1,140,0,1.0,0.0,86,54,0.61,0.39,71,69,0.51,0.49,139,1,0.99,0.01,90,50,0.64,0.36,140,0,1.0,0.0,106,34,0.76,0.24,88,52,0.63,0.37,90,50,0.64,0.36,119,21,0.85,0.15,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,125,15,0.89,0.11,140,0,1.0,0.0,3105,395,0.8,0.1,W
big_char_1369_S.png,S,,136,4,0.97,0.03,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,86,54,0.61,0.39,115,25,0.82,0.18,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,119,21,0.85,0.15,114,26,0.81,0.19,140,0,1.0,0.0,140,0,1.0,0.0,108,32,0.77,0.23,89,51,0.64,0.36,114,26,0.81,0.19,140,0,1.0,0.0,140,0,1.0,0.0,132,8,0.94,0.06,135,5,0.96,0.04,140,0,1.0,0.0,140,0,1.0,0.0,3248,252,0.84,0.06,S
big_char_1322_K.png,K,K,140,0,1.0,0.0,125,15,0.89,0.11,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,76,64,0.54,0.46,102,38,0.73,0.27,126,14,0.9,0.1,140,0,1.0,0.0,140,0,1.0,0.0,95,45,0.68,0.32,92,48,0.66,0.34,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,98,42,0.7,0.3,95,45,0.68,0.32,106,34,0.76,0.24,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,138,2,0.99,0.01,140,0,1.0,0.0,3153,347,0.83,0.09,K
big_char_1317_B.png,B,R,48,0,1.0,0.0,46,2,0.96,0.04,27,21,0.56,0.44,21,27,0.44,0.56,36,12,0.75,0.25,48,0,1.0,0.0,20,28,0.42,0.58,41,7,0.85,0.15,36,12,0.75,0.25,23,25,0.48,0.52,42,6,0.88,0.12,12,36,0.25,0.75,21,27,0.44,0.56,21,27,0.44,0.56,47,1,0.98,0.02,32,16,0.67,0.33,32,16,0.67,0.33,41,7,0.85,0.15,20,28,0.42,0.58,34,14,0.71,0.29,29,19,0.6,0.4,23,25,0.48,0.52,37,11,0.77,0.23,31,17,0.65,0.35,8,40,0.17,0.83,776,424,0.56,0.31,B
big_char_996_Y.png,Y,,34,1,0.97,0.03,23,12,0.66,0.34,35,0,1.0,0.0,31,4,0.89,0.11,15,20,0.43,0.57,33,2,0.94,0.06,9,26,0.26,0.74,34,1,0.97,0.03,25,10,0.71,0.29,0,35,0.0,1.0,35,0,1.0,0.0,30,5,0.86,0.14,14,21,0.4,0.6,13,22,0.37,0.63,0,35,0.0,1.0,29,6,0.83,0.17,33,2,0.94,0.06,35,0,1.0,0.0,35,0,1.0,0.0,0,35,0.0,1.0,32,3,0.91,0.09,14,21,0.4,0.6,19,16,0.54,0.46,24,11,0.69,0.31,8,27,0.23,0.77,560,315,0.53,0.3,Y
big_char_1341_H.png,H,A,36,0,1.0,0.0,16,20,0.44,0.56,29,7,0.81,0.19,36,0,1.0,0.0,20,16,0.56,0.44,34,2,0.94,0.06,10,26,0.28,0.72,36,0,1.0,0.0,35,1,0.97,0.03,13,23,0.36,0.64,20,16,0.56,0.44,7,29,0.19,0.81,31,5,0.86,0.14,28,8,0.78,0.22,22,14,0.61,0.39,14,22,0.39,0.61,32,4,0.89,0.11,10,26,0.28,0.72,11,25,0.31,0.69,29,7,0.81,0.19,12,24,0.33,0.67,30,6,0.83,0.17,35,1,0.97,0.03,10,26,0.28,0.72,29,7,0.81,0.19,585,315,0.54,0.29,H
big_char_1088_A.png,A,A,48,0,1.0,0.0,48,0,1.0,0.0,48,0,1.0,0.0,28,20,0.58,0.42,19,29,0.4,0.6,48,0,1.0,0.0,48,0,1.0,0.0,19,29,0.4,0.6,37,11,0.77,0.23,24,24,0.5,0.5,48,0,1.0,0.0,27,21,0.56,0.44,16,32,0.33,0.67,18,30,0.38,0.62,12,36,0.25,0.75,38,10,0.79,0.21,18,30,0.38,0.62,48,0,1.0,0.0,34,14,0.71,0.29,12,36,0.25,0.75,21,27,0.44,0.56,45,3,0.94,0.06,48,0,1.0,0.0,25,23,0.52,0.48,35,13,0.73,0.27,812,388,0.62,0.29,A
big_char_567_M.png,M,,50,0,1.0,0.0,37,13,0.74,0.26,32,18,0.64,0.36,47,3,0.94,0.06,44,6,0.88,0.12,44,6,0.88,0.12,15,35,0.3,0.7,25,25,0.5,0.5,24,26,0.48,0.52,27,23,0.54,0.46,23,27,0.46,0.54,42,8,0.84,0.16,22,28,0.44,0.56,21,29,0.42,0.58,27,23,0.54,0.46,24,26,0.48,0.52,50,0,1.0,0.0,3,47,0.06,0.94,39,11,0.78,0.22,34,16,0.68,0.32,44,6,0.88,0.12,50,0,1.0,0.0,20,30,0.4,0.6,44,6,0.88,0.12,14,36,0.28,0.72,802,448,0.58,0.33,M
big_char_1331_V.png,V,G,136,4,0.97,0.03,136,4,0.97,0.03,129,11,0.92,0.08,126,14,0.9,0.1,128,12,0.91,0.09,140,0,1.0,0.0,109,31,0.78,0.22,136,4,0.97,0.03,116,24,0.83,0.17,140,0,1.0,0.0,140,0,1.0,0.0,115,25,0.82,0.18,113,27,0.81,0.19,89,51,0.64,0.36,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,65,75,0.46,0.54,131,9,0.94,0.06,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,110,30,0.79,0.21,140,0,1.0,0.0,140,0,1.0,0.0,3179,321,0.83,0.08,V
big_char_277_M.png,M,A,60,0,1.0,0.0,33,27,0.55,0.45,58,2,0.97,0.03,60,0,1.0,0.0,60,0,1.0,0.0,44,16,0.73,0.27,26,34,0.43,0.57,45,15,0.75,0.25,45,15,0.75,0.25,43,17,0.72,0.28,25,35,0.42,0.58,58,2,0.97,0.03,20,40,0.33,0.67,29,31,0.48,0.52,31,29,0.52,0.48,30,30,0.5,0.5,60,0,1.0,0.0,17,43,0.28,0.72,59,1,0.98,0.02,36,24,0.6,0.4,43,17,0.72,0.28,60,0,1.0,0.0,41,19,0.68,0.32,60,0,1.0,0.0,28,32,0.47,0.53,1071,429,0.6,0.24,M
big_char_928_H.png,H,,28,2,0.93,0.07,22,8,0.73,0.27,30,0,1.0,0.0,30,0,1.0,0.0,18,12,0.6,0.4,23,7,0.77,0.23,4,26,0.13,0.87,25,5,0.83,0.17,28,2,0.93,0.07,2,28,0.07,0.93,14,16,0.47,0.53,16,14,0.53,0.47,9,21,0.3,0.7,3,27,0.1,0.9,0,30,0.0,1.0,6,24,0.2,0.8,29,1,0.97,0.03,21,9,0.7,0.3,5,25,0.17,0.83,8,22,0.27,0.73,8,22,0.27,0.73,14,16,0.47,0.53,14,16,0.47,0.53,25,5,0.83,0.17,5,25,0.17,0.83,387,363,0.4,0.38,H
big_char_353_I.png,I,,2,0,1.0,0.0,2,0,1.0,0.0,2,0,1.0,0.0,2,0,1.0,0.0,2,0,1.0,0.0,2,0,1.0,0.0,2,0,1.0,0.0,1,1,0.5,0.5,0,2,0.0,1.0,0,2,0.0,1.0,2,0,1.0,0.0,2,0,1.0,0.0,0,2,0.0,1.0,0,2,0.0,1.0,0,2,0.0,1.0,2,0,1.0,0.0,1,1,0.5,0.5,0,2,0.0,1.0,0,2,0.0,1.0,1,1,0.5,0.5,2,0,1.0,0.0,0,2,0.0,1.0,0,2,0.0,1.0,0,2,0.0,1.0,2,0,1.0,0.0,27,23,0.26,0.22,I
big_char_395_O.png,O,,139,1,0.99,0.01,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,138,2,0.99,0.01,111,29,0.79,0.21,139,1,0.99,0.01,140,0,1.0,0.0,140,0,1.0,0.0,96,44,0.69,0.31,119,21,0.85,0.15,96,44,0.69,0.31,140,0,1.0,0.0,140,0,1.0,0.0,91,49,0.65,0.35,109,31,0.78,0.22,89,51,0.64,0.36,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,115,25,0.82,0.18,138,2,0.99,0.01,3200,300,0.82,0.08,O
big_char_771_F.png,F,,35,0,1.0,0.0,35,0,1.0,0.0,24,11,0.69,0.31,15,20,0.43,0.57,17,18,0.49,0.51,33,2,0.94,0.06,12,23,0.34,0.66,23,12,0.66,0.34,35,0,1.0,0.0,35,0,1.0,0.0,17,18,0.49,0.51,8,27,0.23,0.77,15,20,0.43,0.57,15,20,0.43,0.57,17,18,0.49,0.51,14,21,0.4,0.6,24,11,0.69,0.31,35,0,1.0,0.0,35,0,1.0,0.0,35,0,1.0,0.0,17,18,0.49,0.51,23,12,0.66,0.34,35,0,1.0,0.0,35,0,1.0,0.0,35,0,1.0,0.0,624,251,0.6,0.24,F
big_char_17_S.png,S,S,42,0,1.0,0.0,38,4,0.9,0.1,20,22,0.48,0.52,20,22,0.48,0.52,20,22,0.48,0.52,42,0,1.0,0.0,40,2,0.95,0.05,16,26,0.38,0.62,35,7,0.83,0.17,42,0,1.0,0.0,42,0,1.0,0.0,42,0,1.0,0.0,41,1,0.98,0.02,25,17,0.6,0.4,23,19,0.55,0.45,39,3,0.93,0.07,42,0,1.0,0.0,42,0,1.0,0.0,42,0,1.0,0.0,16,26,0.38,0.62,24,18,0.57,0.43,18,24,0.43,0.57,19,23,0.45,0.55,18,24,0.43,0.57,29,13,0.69,0.31,777,273,0.65,0.23,S
big_char_106_D.png,D,N,36,0,1.0,0.0,18,18,0.5,0.5,31,5,0.86,0.14,36,0,1.0,0.0,36,0,1.0,0.0,31,5,0.86,0.14,16,20,0.44,0.56,8,28,0.22,0.78,35,1,0.97,0.03,36,0,1.0,0.0,20,16,0.56,0.44,24,12,0.67,0.33,24,12,0.67,0.33,14,22,0.39,0.61,36,0,1.0,0.0,13,23,0.36,0.64,34,2,0.94,0.06,36,0,1.0,0.0,15,21,0.42,0.58,24,12,0.67,0.33,14,22,0.39,0.61,17,19,0.47,0.53,15,21,0.42,0.58,9,27,0.25,0.75,18,18,0.5,0.5,596,304,0.58,0.3,D
big_char_1324_M.png,M,,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,136,4,0.97,0.03,140,0,1.0,0.0,134,6,0.96,0.04,140,0,1.0,0.0,140,0,1.0,0.0,72,68,0.51,0.49,68,72,0.49,0.51,74,66,0.53,0.47,140,0,1.0,0.0,140,0,1.0,0.0,95,45,0.68,0.32,90,50,0.64,0.36,92,48,0.66,0.34,140,0,1.0,0.0,140,0,1.0,0.0,117,23,0.84,0.16,140,0,1.0,0.0,138,2,0.99,0.01,140,0,1.0,0.0,3116,384,0.83,0.1,M
big_char_1311_D.png,D,,6,10,0.38,0.62,15,1,0.94,0.06,8,8,0.5,0.5,1,15,0.06,0.94,13,3,0.81,0.19,12,4,0.75,0.25,16,0,1.0,0.0,16,0,1.0,0.0,11,5,0.69,0.31,1,15,0.06,0.94,15,1,0.94,0.06,16,0,1.0,0.0,16,0,1.0,0.0,16,0,1.0,0.0,9,7,0.56,0.44,16,0,1.0,0.0,16,0,1.0,0.0,16,0,1.0,0.0,16,0,1.0,0.0,16,0,1.0,0.0,16,0,1.0,0.0,16,0,1.0,0.0,13,3,0.81,0.19,9,7,0.56,0.44,5,11,0.31,0.69,310,90,0.78,0.23,D
big_char_511_B.png,B,K,138,2,0.99,0.01,122,18,0.87,0.13,56,84,0.4,0.6,140,0,1.0,0.0,139,1,0.99,0.01,140,0,1.0,0.0,78,62,0.56,0.44,69,71,0.49,0.51,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,75,65,0.54,0.46,93,47,0.66,0.34,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,106,34,0.76,0.24,101,39,0.72,0.28,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,104,36,0.74,0.26,98,42,0.7,0.3,140,0,1.0,0.0,140,0,1.0,0.0,2999,501,0.8,0.13,B
big_char_266_E.png,E,,32,3,0.91,0.09,27,8,0.77,0.23,20,15,0.57,0.43,15,20,0.43,0.57,24,11,0.69,0.31,27,8,0.77,0.23,14,21,0.4,0.6,6,29,0.17,0.83,18,17,0.51,0.49,21,14,0.6,0.4,35,0,1.0,0.0,23,12,0.66,0.34,14,21,0.4,0.6,28,7,0.8,0.2,25,10,0.71,0.29,30,5,0.86,0.14,9,26,0.26,0.74,5,30,0.14,0.86,19,16,0.54,0.46,25,10,0.71,0.29,12,23,0.34,0.66,19,16,0.54,0.46,27,8,0.77,0.23,28,7,0.8,0.2,24,11,0.69,0.31,527,348,0.47,0.31,E
big_char_1125_H.png,H,,32,32,0.5,0.5,54,10,0.84,0.16,64,0,1.0,0.0,59,5,0.92,0.08,54,10,0.84,0.16,30,34,0.47,0.53,64,0,1.0,0.0,64,0,1.0,0.0,48,16,0.75,0.25,34,30,0.53,0.47,26,38,0.41,0.59,36,28,0.56,0.44,31,33,0.48,0.52,25,39,0.39,0.61,13,51,0.2,0.8,38,26,0.59,0.41,50,14,0.78,0.22,63,1,0.98,0.02,60,4,0.94,0.06,27,37,0.42,0.58,61,3,0.95,0.05,56,8,0.88,0.12,64,0,1.0,0.0,64,0,1.0,0.0,33,31,0.52,0.48,1150,450,0.67,0.26,H
big_char_1136_U.png,U,C,21,9,0.7,0.3,23,7,0.77,0.23,30,0,1.0,0.0,30,0,1.0,0.0,30,0,1.0,0.0,17,13,0.57,0.43,30,0,1.0,0.0,30,0,1.0,0.0,30,0,1.0,0.0,21,9,0.7,0.3,11,19,0.37,0.63,29,1,0.97,0.03,30,0,1.0,0.0,30,0,1.0,0.0,7,23,0.23,0.77,23,7,0.77,0.23,8,22,0.27,0.73,22,8,0.73,0.27,29,1,0.97,0.03,11,19,0.37,0.63,30,0,1.0,0.0,29,1,0.97,0.03,19,11,0.63,0.37,10,20,0.33,0.67,10,20,0.33,0.67,560,190,0.67,0.23,U
big_char_424_Y.png,Y,,23,17,0.57,0.42,38,2,0.95,0.05,40,0,1.0,0.0,32,8,0.8,0.2,39,1,0.97,0.03,20,20,0.5,0.5,18,22,0.45,0.55,29,11,0.72,0.28,2,38,0.05,0.95,32,8,0.8,0.2,40,0,1.0,0.0,37,3,0.93,0.07,29,11,0.72,0.28,12,28,0.3,0.7,27,13,0.68,0.33,34,6,0.85,0.15,38,2,0.95,0.05,40,0,1.0,0.0,36,4,0.9,0.1,9,31,0.23,0.78,37,3,0.93,0.07,16,24,0.4,0.6,21,19,0.53,0.47,28,12,0.7,0.3,6,34,0.15,0.85,683,317,0.59,0.27,Y
big_char_1211_A.png,A,A,36,0,1.0,0.0,36,0,1.0,0.0,35,1,0.97,0.03,18,18,0.5,0.5,11,25,0.31,0.69,36,0,1.0,0.0,16,20,0.44,0.56,8,28,0.22,0.78,29,7,0.81,0.19,15,21,0.42,0.58,36,0,1.0,0.0,5,31,0.14,0.86,11,25,0.31,0.69,21,15,0.58,0.42,11,25,0.31,0.69,20,16,0.56,0.44,22,14,0.61,0.39,36,0,1.0,0.0,16,20,0.44,0.56,15,21,0.42,0.58,19,17,0.53,0.47,35,1,0.97,0.03,36,0,1.0,0.0,31,5,0.86,0.14,18,18,0.5,0.5,572,328,0.53,0.3,A
big_char_472_S.png,S,S,42,0,1.0,0.0,42,0,1.0,0.0,35,7,0.83,0.17,21,21,0.5,0.5,9,33,0.21,0.79,42,0,1.0,0.0,18,24,0.43,0.57,19,23,0.45,0.55,30,12,0.71,0.29,37,5,0.88,0.12,42,0,1.0,0.0,31,11,0.74,0.26,14,28,0.33,0.67,35,7,0.83,0.17,42,0,1.0,0.0,42,0,1.0,0.0,42,0,1.0,0.0,41,1,0.98,0.02,17,25,0.4,0.6,42,0,1.0,0.0,22,20,0.52,0.48,30,12,0.71,0.29,28,14,0.67,0.33,13,29,0.31,0.69,42,0,1.0,0.0,778,272,0.6,0.21,S
big_char_863_B.png,B,,14,7,0.67,0.33,3,18,0.14,0.86,17,4,0.81,0.19,21,0,1.0,0.0,10,11,0.48,0.52,0,21,0.0,1.0,19,2,0.9,0.1,21,0,1.0,0.0,21,0,1.0,0.0,10,11,0.48,0.52,10,11,0.48,0.52,19,2,0.9,0.1,10,11,0.48,0.52,3,18,0.14,0.86,7,14,0.33,0.67,19,2,0.9,0.1,21,0,1.0,0.0,19,2,0.9,0.1,17,4,0.81,0.19,4,17,0.19,0.81,21,0,1.0,0.0,21,0,1.0,0.0,21,0,1.0,0.0,21,0,1.0,0.0,20,1,0.95,0.05,369,156,0.64,0.27,B
big_char_131_O.png,O,O,136,4,0.97,0.03,140,0,1.0,0.0,118,22,0.84,0.16,138,2,0.99,0.01,135,5,0.96,0.04,140,0,1.0,0.0,118,22,0.84,0.16,85,55,0.61,0.39,124,16,0.89,0.11,140,0,1.0,0.0,140,0,1.0,0.0,104,36,0.74,0.26,108,32,0.77,0.23,99,41,0.71,0.29,140,0,1.0,0.0,140,0,1.0,0.0,139,1,0.99,0.01,111,29,0.79,0.21,138,2,0.99,0.01,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,3233,267,0.83,0.07,O
big_char_187_A.png,A,,132,8,0.94,0.06,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,138,2,0.99,0.01,140,0,1.0,0.0,116,24,0.83,0.17,68,72,0.49,0.51,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,56,84,0.4,0.6,97,43,0.69,0.31,140,0,1.0,0.0,140,0,1.0,0.0,139,1,0.99,0.01,90,50,0.64,0.36,74,66,0.53,0.47,140,0,1.0,0.0,140,0,1.0,0.0,137,3,0.98,0.02,129,11,0.92,0.08,118,22,0.84,0.16,140,0,1.0,0.0,3114,386,0.8,0.1,A
big_char_1390_A.png,A,,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,137,3,0.98,0.02,140,0,1.0,0.0,140,0,1.0,0.0,107,33,0.76,0.24,109,31,0.78,0.22,140,0,1.0,0.0,140,0,1.0,0.0,137,3,0.98,0.02,54,86,0.39,0.61,106,34,0.76,0.24,140,0,1.0,0.0,140,0,1.0,0.0,103,37,0.74,0.26,99,41,0.71,0.29,106,34,0.76,0.24,140,0,1.0,0.0,140,0,1.0,0.0,126,14,0.9,0.1,107,33,0.76,0.24,131,9,0.94,0.06,140,0,1.0,0.0,3142,358,0.81,0.09,A
big_char_1254_W.png,W,,27,18,0.6,0.4,39,6,0.87,0.13,44,1,0.98,0.02,38,7,0.84,0.16,36,9,0.8,0.2,16,29,0.36,0.64,39,6,0.87,0.13,35,10,0.78,0.22,29,16,0.64,0.36,26,19,0.58,0.42,25,20,0.56,0.44,45,0,1.0,0.0,28,17,0.62,0.38,39,6,0.87,0.13,26,19,0.58,0.42,32,13,0.71,0.29,23,22,0.51,0.49,11,34,0.24,0.76,41,4,0.91,0.09,26,19,0.58,0.42,44,1,0.98,0.02,26,19,0.58,0.42,26,19,0.58,0.42,11,34,0.24,0.76,40,5,0.89,0.11,772,353,0.62,0.28,W
big_char_1345_Z.png,Z,P,40,2,0.95,0.05,19,23,0.45,0.55,20,22,0.48,0.52,30,12,0.71,0.29,42,0,1.0,0.0,42,0,1.0,0.0,42,0,1.0,0.0,23,19,0.55,0.45,34,8,0.81,0.19,36,6,0.86,0.14,30,12,0.71,0.29,25,17,0.6,0.4,26,16,0.62,0.38,29,13,0.69,0.31,29,13,0.69,0.31,28,14,0.67,0.33,28,14,0.67,0.33,42,0,1.0,0.0,42,0,1.0,0.0,42,0,1.0,0.0,21,21,0.5,0.5,18,24,0.43,0.57,18,24,0.43,0.57,18,24,0.43,0.57,18,24,0.43,0.57,742,308,0.64,0.27,Z
big_char_1247_J.png,J,,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,104,36,0.74,0.26,63,77,0.45,0.55,134,6,0.96,0.04,140,0,1.0,0.0,140,0,1.0,0.0,132,8,0.94,0.06,106,34,0.76,0.24,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,94,46,0.67,0.33,93,47,0.66,0.34,138,2,0.99,0.01,140,0,1.0,0.0,140,0,1.0,0.0,140,0,1.0,0.0,117,23,0.84,0.16,140,0,1.0,0.0,140,0,1.0,0.0,3221,279,0.86,0.07,J
big_char_411_Q.png,Q,,56,0,1.0,0.0,52,4,0.93,0.07,37,19,0.66,0.34,21,35,0.38,0.62,46,10,0.82,0.18,52,4,0.93,0.07,26,30,0.46,0.54,20,36,0.36,0.64,55,1,0.98,0.02,26,30,0.46,0.54,48,8,0.86,0.14,11,45,0.2,0.8,54,2,0.96,0.04,56,0,1.0,0.0,25,31,0.45,0.55,36,20,0.64,0.36,24,32,0.43,0.57,23,33,0.41,0.59,22,34,0.39,0.61,27,29,0.48,0.52,40,16,0.71,0.29,56,0,1.0,0.0,56,0,1.0,0.0,56,0,1.0,0.0,56,0,1.0,0.0,981,419,0.67,0.29,Q
