Image,Expected_Letter,Ocp_Letter,White_0_0,Black_0_0,White_Density_0_0,Black_Density_0_0,White_0_1,Black_0_1,White_Density_0_1,Black_Density_0_1,White_0_2,Black_0_2,White_Density_0_2,Black_Density_0_2,White_1_0,Black_1_0,White_Density_1_0,Black_Density_1_0,White_1_1,Black_1_1,White_Density_1_1,Black_Density_1_1,White_1_2,Black_1_2,White_Density_1_2,Black_Density_1_2,White_2_0,Black_2_0,White_Density_2_0,Black_Density_2_0,White_2_1,Black_2_1,White_Density_2_1,Black_Density_2_1,White_2_2,Black_2_2,White_Density_2_2,Black_Density_2_2,Total_White_Pixels,Total_Black_Pixels,Total_White_Density,Total_Black_Density
big_char_230_A.png,A,A,154,0,1.00,0.00,91,63,0.59,0.41,82,72,0.53,0.47,112,42,0.73,0.27,96,58,0.62,0.38,81,73,0.53,0.47,117,37,0.76,0.24,154,0,1.00,0.00,101,53,0.66,0.34,988,398,0.67,0.27
big_char_627_P.png,P,P,106,2,0.98,0.02,63,45,0.58,0.42,52,56,0.48,0.52,61,47,0.56,0.44,60,48,0.56,0.44,71,37,0.66,0.34,52,56,0.48,0.52,108,0,1.00,0.00,108,0,1.00,0.00,681,291,0.62,0.26
big_char_223_K.png,K,K,395,13,0.97,0.03,403,5,0.99,0.01,407,1,1.00,0.00,326,82,0.80,0.20,316,92,0.77,0.23,408,0,1.00,0.00,381,27,0.93,0.07,294,114,0.72,0.28,399,9,0.98,0.02,3329,343,0.87,0.09
big_char_861_Y.png,Y,,424,8,0.98,0.02,382,50,0.88,0.12,431,1,1.00,0.00,429,3,0.99,0.01,256,176,0.59,0.41,426,6,0.99,0.01,401,31,0.93,0.07,309,123,0.72,0.28,424,8,0.98,0.02,3482,406,0.90,0.10
big_char_837_D.png,D,,33,3,0.92,0.08,13,23,0.36,0.64,18,18,0.50,0.50,32,4,0.89,0.11,36,0,1.00,0.00,23,13,0.64,0.36,20,16,0.56,0.44,31,5,0.86,0.14,18,18,0.50,0.50,224,100,0.62,0.28
big_char_1093_L.png,L,,74,58,0.56,0.44,132,0,1.00,0.00,132,0,1.00,0.00,92,40,0.70,0.30,132,0,1.00,0.00,132,0,1.00,0.00,89,43,0.67,0.33,85,47,0.64,0.36,94,38,0.71,0.29,962,226,0.79,0.18
big_char_610_L.png,L,,411,3,0.99,0.01,413,1,1.00,0.00,414,0,1.00,0.00,323,91,0.78,0.22,396,18,0.96,0.04,411,3,0.99,0.01,366,48,0.88,0.12,338,76,0.82,0.18,391,23,0.94,0.06,3463,263,0.90,0.07
big_char_375_S.png,S,S,432,0,1.00,0.00,341,91,0.79,0.21,426,6,0.99,0.01,427,5,0.99,0.01,349,83,0.81,0.19,432,0,1.00,0.00,427,5,0.99,0.01,348,84,0.81,0.19,432,0,1.00,0.00,3614,274,0.93,0.07
big_char_242_J.png,J,Y,107,3,0.97,0.03,64,46,0.58,0.42,61,49,0.55,0.45,110,0,1.00,0.00,95,15,0.86,0.14,81,29,0.74,0.26,76,34,0.69,0.31,68,42,0.62,0.38,89,21,0.81,0.19,751,239,0.67,0.21
big_char_1134_N.png,N,,112,0,1.00,0.00,88,24,0.79,0.21,96,16,0.86,0.14,105,7,0.94,0.06,57,55,0.51,0.49,80,32,0.71,0.29,75,37,0.67,0.33,75,37,0.67,0.33,61,51,0.54,0.46,749,259,0.67,0.23
big_char_849_B.png,B,A,122,13,0.90,0.10,84,51,0.62,0.38,77,58,0.57,0.43,75,60,0.56,0.44,98,37,0.73,0.27,90,45,0.67,0.33,69,66,0.51,0.49,108,27,0.80,0.20,58,77,0.43,0.57,781,434,0.57,0.32
big_char_108_E.png,E,E,58,32,0.64,0.36,50,40,0.56,0.44,64,26,0.71,0.29,51,39,0.57,0.43,46,44,0.51,0.49,73,17,0.81,0.19,47,43,0.52,0.48,53,37,0.59,0.41,56,34,0.62,0.38,498,312,0.57,0.36
big_char_1179_P.png,P,,125,7,0.95,0.05,52,80,0.39,0.61,94,38,0.71,0.29,70,62,0.53,0.47,53,79,0.40,0.60,76,56,0.58,0.42,87,45,0.66,0.34,132,0,1.00,0.00,132,0,1.00,0.00,821,367,0.69,0.31
big_char_1374_X.png,X,X,427,5,0.99,0.01,396,36,0.92,0.08,430,2,1.00,0.00,420,12,0.97,0.03,278,154,0.64,0.36,432,0,1.00,0.00,364,68,0.84,0.16,375,57,0.87,0.13,431,1,1.00,0.00,3553,335,0.91,0.09
big_char_779_A.png,A,,117,9,0.93,0.07,82,44,0.65,0.35,65,61,0.52,0.48,61,65,0.48,0.52,84,42,0.67,0.33,60,66,0.48,0.52,88,38,0.70,0.30,126,0,1.00,0.00,47,79,0.37,0.63,730,404,0.61,0.34
big_char_1206_V.png,V,V,408,0,1.00,0.00,386,22,0.95,0.05,408,0,1.00,0.00,408,0,1.00,0.00,259,149,0.63,0.37,387,21,0.95,0.05,408,0,1.00,0.00,346,62,0.85,0.15,408,0,1.00,0.00,3418,254,0.90,0.07
big_char_433_N.png,N,,106,30,0.78,0.22,124,12,0.91,0.09,111,25,0.82,0.18,78,58,0.57,0.43,87,49,0.64,0.36,100,36,0.74,0.26,96,40,0.71,0.29,84,52,0.62,0.38,72,64,0.53,0.47,858,366,0.65,0.28
big_char_1367_R.png,R,R,413,1,1.00,0.00,355,59,0.86,0.14,398,16,0.96,0.04,414,0,1.00,0.00,211,203,0.51,0.49,414,0,1.00,0.00,414,0,1.00,0.00,358,56,0.86,0.14,401,13,0.97,0.03,3378,348,0.87,0.09
big_char_92_J.png,J,,418,14,0.97,0.03,363,69,0.84,0.16,421,11,0.97,0.03,392,40,0.91,0.09,330,102,0.76,0.24,431,1,1.00,0.00,432,0,1.00,0.00,400,32,0.93,0.07,429,3,0.99,0.01,3616,272,0.93,0.07
big_char_49_I.png,I,,12,0,1.00,0.00,4,8,0.33,0.67,5,7,0.42,0.58,12,0,1.00,0.00,3,9,0.25,0.75,11,1,0.92,0.08,12,0,1.00,0.00,6,6,0.50,0.50,11,1,0.92,0.08,76,32,0.50,0.21
big_char_1066_R.png,R,,79,29,0.73,0.27,60,48,0.56,0.44,84,24,0.78,0.22,40,68,0.37,0.63,71,37,0.66,0.34,92,16,0.85,0.15,47,61,0.44,0.56,65,43,0.60,0.40,78,30,0.72,0.28,616,356,0.56,0.32
big_char_732_N.png,N,,429,3,0.99,0.01,416,16,0.96,0.04,411,21,0.95,0.05,330,102,0.76,0.24,307,125,0.71,0.29,369,63,0.85,0.15,392,40,0.91,0.09,362,70,0.84,0.16,432,0,1.00,0.00,3448,440,0.87,0.11
big_char_1164_B.png,B,,413,1,1.00,0.00,286,128,0.69,0.31,411,3,0.99,0.01,381,33,0.92,0.08,267,147,0.64,0.36,414,0,1.00,0.00,399,15,0.96,0.04,323,91,0.78,0.22,414,0,1.00,0.00,3308,418,0.85,0.11
big_char_262_O.png,O,,414,0,1.00,0.00,403,11,0.97,0.03,414,0,1.00,0.00,414,0,1.00,0.00,333,81,0.80,0.20,334,80,0.81,0.19,414,0,1.00,0.00,357,57,0.86,0.14,374,40,0.90,0.10,3457,269,0.90,0.07
big_char_998_X.png,X,X,107,3,0.97,0.03,88,22,0.80,0.20,63,47,0.57,0.43,103,7,0.94,0.06,24,86,0.22,0.78,100,10,0.91,0.09,66,44,0.60,0.40,80,30,0.73,0.27,104,6,0.95,0.05,735,255,0.70,0.24
big_char_1389_X.png,X,X,90,0,1.00,0.00,62,28,0.69,0.31,52,38,0.58,0.42,90,0,1.00,0.00,30,60,0.33,0.67,59,31,0.66,0.34,59,31,0.66,0.34,54,36,0.60,0.40,50,40,0.56,0.44,546,264,0.59,0.28
big_char_1222_W.png,W,,113,47,0.71,0.29,138,22,0.86,0.14,135,25,0.84,0.16,113,47,0.71,0.29,80,80,0.50,0.50,107,53,0.67,0.33,133,27,0.83,0.17,124,36,0.78,0.23,108,52,0.68,0.33,1051,389,0.68,0.25
big_char_422_F.png,F,,105,27,0.80,0.20,82,50,0.62,0.38,84,48,0.64,0.36,59,73,0.45,0.55,83,49,0.63,0.37,118,14,0.89,0.11,65,67,0.49,0.51,132,0,1.00,0.00,132,0,1.00,0.00,860,328,0.67,0.25
big_char_417_O.png,O,,408,0,1.00,0.00,408,0,1.00,0.00,408,0,1.00,0.00,408,0,1.00,0.00,312,96,0.76,0.24,321,87,0.79,0.21,408,0,1.00,0.00,360,48,0.88,0.12,332,76,0.81,0.19,3365,307,0.88,0.08
big_char_520_A.png,A,A,83,16,0.84,0.16,52,47,0.53,0.47,52,47,0.53,0.47,48,51,0.48,0.52,49,50,0.49,0.51,50,49,0.51,0.49,58,41,0.59,0.41,96,3,0.97,0.03,39,60,0.39,0.61,527,364,0.55,0.38
big_char_989_G.png,G,G,100,20,0.83,0.17,76,44,0.63,0.37,78,42,0.65,0.35,67,53,0.56,0.44,101,19,0.84,0.16,53,67,0.44,0.56,99,21,0.82,0.17,84,36,0.70,0.30,39,81,0.33,0.68,697,383,0.59,0.32
big_char_280_H.png,H,N,46,53,0.46,0.54,98,1,0.99,0.01,66,33,0.67,0.33,38,61,0.38,0.62,50,49,0.51,0.49,47,52,0.47,0.53,67,32,0.68,0.32,78,21,0.79,0.21,41,58,0.41,0.59,531,360,0.54,0.37
big_char_225_M.png,M,,419,13,0.97,0.03,432,0,1.00,0.00,432,0,1.00,0.00,271,161,0.63,0.37,267,165,0.62,0.38,421,11,0.97,0.03,377,55,0.87,0.13,376,56,0.87,0.13,420,12,0.97,0.03,3415,473,0.88,0.12
big_char_1014_N.png,N,O,432,0,1.00,0.00,404,28,0.94,0.06,420,12,0.97,0.03,388,44,0.90,0.10,292,140,0.68,0.32,367,65,0.85,0.15,387,45,0.90,0.10,404,28,0.94,0.06,427,5,0.99,0.01,3521,367,0.88,0.09
big_char_391_R.png,R,F,414,0,1.00,0.00,348,66,0.84,0.16,414,0,1.00,0.00,371,43,0.90,0.10,269,145,0.65,0.35,414,0,1.00,0.00,357,57,0.86,0.14,348,66,0.84,0.16,391,23,0.94,0.06,3326,400,0.87,0.10
big_char_775_Y.png,Y,M,74,34,0.69,0.31,108,0,1.00,0.00,64,44,0.59,0.41,107,1,0.99,0.01,83,25,0.77,0.23,33,75,0.31,0.69,84,24,0.78,0.22,68,40,0.63,0.37,64,44,0.59,0.41,685,287,0.62,0.26
big_char_705_P.png,P,,399,15,0.96,0.04,341,73,0.82,0.18,414,0,1.00,0.00,321,93,0.78,0.22,351,63,0.85,0.15,414,0,1.00,0.00,401,13,0.97,0.03,414,0,1.00,0.00,414,0,1.00,0.00,3469,257,0.90,0.07
big_char_786_V.png,V,V,69,31,0.69,0.31,100,0,1.00,0.00,63,37,0.63,0.37,64,36,0.64,0.36,74,26,0.74,0.26,81,19,0.81,0.19,96,4,0.96,0.04,39,61,0.39,0.61,100,0,1.00,0.00,686,214,0.67,0.21
big_char_1099_R.png,R,,112,56,0.67,0.33,91,77,0.54,0.46,168,0,1.00,0.00,51,117,0.30,0.70,107,61,0.64,0.36,168,0,1.00,0.00,131,37,0.78,0.22,122,46,0.73,0.27,124,44,0.74,0.26,1074,438,0.69,0.28
big_char_467_S.png,S,,430,2,1.00,0.00,355,77,0.82,0.18,432,0,1.00,0.00,428,4,0.99,0.01,367,65,0.85,0.15,432,0,1.00,0.00,404,28,0.94,0.06,366,66,0.85,0.15,432,0,1.00,0.00,3646,242,0.94,0.06
big_char_45_Q.png,Q,,32,16,0.67,0.33,43,5,0.90,0.10,18,30,0.38,0.62,48,0,1.00,0.00,24,24,0.50,0.50,40,8,0.83,0.17,17,31,0.35,0.65,28,20,0.58,0.42,47,1,0.98,0.02,297,135,0.63,0.28
big_char_1241_A.png,A,A,106,2,0.98,0.02,50,58,0.46,0.54,53,55,0.49,0.51,62,46,0.57,0.43,42,66,0.39,0.61,59,49,0.55,0.45,71,37,0.66,0.34,88,20,0.81,0.19,57,51,0.53,0.47,588,384,0.55,0.36
big_char_896_P.png,P,P,97,2,0.98,0.02,54,45,0.55,0.45,59,40,0.60,0.40,57,42,0.58,0.42,47,52,0.47,0.53,55,44,0.56,0.44,50,49,0.51,0.49,99,0,1.00,0.00,99,0,1.00,0.00,617,274,0.65,0.29
big_char_1267_U.png,U,Y,376,38,0.91,0.09,404,10,0.98,0.02,414,0,1.00,0.00,339,75,0.82,0.18,317,97,0.77,0.23,414,0,1.00,0.00,413,1,1.00,0.00,354,60,0.86,0.14,414,0,1.00,0.00,3445,281,0.90,0.07
big_char_967_X.png,X,X,108,0,1.00,0.00,77,31,0.71,0.29,58,50,0.54,0.46,104,4,0.96,0.04,25,83,0.23,0.77,93,15,0.86,0.14,57,51,0.53,0.47,72,36,0.67,0.33,98,10,0.91,0.09,692,280,0.66,0.27
big_char_474_N.png,N,J,128,26,0.83,0.17,126,28,0.82,0.18,122,32,0.79,0.21,94,60,0.61,0.39,110,44,0.71,0.29,95,59,0.62,0.38,112,42,0.73,0.27,105,49,0.68,0.32,135,19,0.88,0.12,1027,359,0.71,0.25
big_char_987_J.png,J,,128,4,0.97,0.03,78,54,0.59,0.41,84,48,0.64,0.36,125,7,0.95,0.05,116,16,0.88,0.12,102,30,0.77,0.23,95,37,0.72,0.28,87,45,0.66,0.34,78,54,0.59,0.41,893,295,0.69,0.23
big_char_1040_D.png,D,,382,9,0.98,0.02,324,67,0.83,0.17,368,23,0.94,0.06,387,4,0.99,0.01,181,210,0.46,0.54,385,6,0.98,0.02,389,2,0.99,0.01,382,9,0.98,0.02,391,0,1.00,0.00,3189,330,0.85,0.09
big_char_714_X.png,X,A,411,3,0.99,0.01,390,24,0.94,0.06,410,4,0.99,0.01,413,1,1.00,0.00,257,157,0.62,0.38,414,0,1.00,0.00,405,9,0.98,0.02,372,42,0.90,0.10,414,0,1.00,0.00,3486,240,0.91,0.06
big_char_1086_U.png,U,,412,2,1.00,0.00,396,18,0.96,0.04,399,15,0.96,0.04,412,2,1.00,0.00,358,56,0.86,0.14,335,79,0.81,0.19,413,1,1.00,0.00,376,38,0.91,0.09,413,1,1.00,0.00,3514,212,0.92,0.06
big_char_310_C.png,C,C,85,5,0.94,0.06,55,35,0.61,0.39,57,33,0.63,0.37,52,38,0.58,0.42,89,1,0.99,0.01,90,0,1.00,0.00,52,38,0.58,0.42,60,30,0.67,0.33,74,16,0.82,0.18,614,196,0.71,0.23
big_char_355_C.png,C,,432,0,1.00,0.00,404,28,0.94,0.06,432,0,1.00,0.00,371,61,0.86,0.14,399,33,0.92,0.08,432,0,1.00,0.00,421,11,0.97,0.03,353,79,0.82,0.18,432,0,1.00,0.00,3676,212,0.93,0.05
big_char_666_V.png,V,Y,65,34,0.66,0.34,99,0,1.00,0.00,64,35,0.65,0.35,49,50,0.49,0.51,66,33,0.67,0.33,74,25,0.75,0.25,63,36,0.64,0.36,50,49,0.51,0.49,99,0,1.00,0.00,629,262,0.66,0.27
big_char_380_O.png,O,,61,29,0.68,0.32,39,51,0.43,0.57,72,18,0.80,0.20,43,47,0.48,0.52,90,0,1.00,0.00,47,43,0.52,0.48,72,18,0.80,0.20,54,36,0.60,0.40,50,40,0.56,0.44,528,282,0.63,0.34
big_char_212_S.png,S,S,54,56,0.49,0.51,55,55,0.50,0.50,65,45,0.59,0.41,105,5,0.95,0.05,73,37,0.66,0.34,76,34,0.69,0.31,80,30,0.73,0.27,73,37,0.66,0.34,74,36,0.67,0.33,655,335,0.64,0.33
big_char_630_K.png,K,,100,44,0.69,0.31,115,29,0.80,0.20,122,22,0.85,0.15,39,105,0.27,0.73,80,64,0.56,0.44,144,0,1.00,0.00,93,51,0.65,0.35,90,54,0.62,0.38,105,39,0.73,0.27,888,408,0.67,0.31
big_char_336_W.png,W,W,391,0,1.00,0.00,391,0,1.00,0.00,390,1,1.00,0.00,321,70,0.82,0.18,317,74,0.81,0.19,313,78,0.80,0.20,367,24,0.94,0.06,269,122,0.69,0.31,356,35,0.91,0.09,3115,404,0.83,0.11
big_char_1095_H.png,H,K,78,43,0.64,0.36,121,0,1.00,0.00,86,35,0.71,0.29,61,60,0.50,0.50,84,37,0.69,0.31,62,59,0.51,0.49,84,37,0.69,0.31,115,6,0.95,0.05,43,78,0.36,0.64,734,355,0.64,0.31
big_char_61_P.png,P,,413,1,1.00,0.00,356,58,0.86,0.14,412,2,1.00,0.00,414,0,1.00,0.00,250,164,0.60,0.40,414,0,1.00,0.00,414,0,1.00,0.00,376,38,0.91,0.09,414,0,1.00,0.00,3463,263,0.90,0.07
big_char_1109_L.png,L,P,393,21,0.95,0.05,405,9,0.98,0.02,414,0,1.00,0.00,342,72,0.83,0.17,340,74,0.82,0.18,399,15,0.96,0.04,410,4,0.99,0.01,374,40,0.90,0.10,405,9,0.98,0.02,3482,244,0.91,0.06
big_char_415_X.png,X,X,113,13,0.90,0.10,103,23,0.82,0.18,78,48,0.62,0.38,113,13,0.90,0.10,55,71,0.44,0.56,124,2,0.98,0.02,81,45,0.64,0.36,83,43,0.66,0.34,126,0,1.00,0.00,876,258,0.72,0.21
big_char_406_R.png,R,R,77,43,0.64,0.36,64,56,0.53,0.47,62,58,0.52,0.48,53,67,0.44,0.56,49,71,0.41,0.59,119,1,0.99,0.01,80,40,0.67,0.33,94,26,0.78,0.22,80,40,0.67,0.33,678,402,0.61,0.36
big_char_668_N.png,N,,117,27,0.81,0.19,128,16,0.89,0.11,111,33,0.77,0.23,74,70,0.51,0.49,119,25,0.83,0.17,104,40,0.72,0.28,101,43,0.70,0.30,74,70,0.51,0.49,119,25,0.83,0.17,947,349,0.68,0.25
big_char_874_W.png,W,,130,35,0.79,0.21,118,47,0.72,0.28,150,15,0.91,0.09,102,63,0.62,0.38,122,43,0.74,0.26,118,47,0.72,0.28,146,19,0.88,0.12,93,72,0.56,0.44,126,39,0.76,0.24,1105,380,0.70,0.24
big_char_1112_O.png,O,,432,0,1.00,0.00,432,0,1.00,0.00,432,0,1.00,0.00,412,20,0.95,0.05,267,165,0.62,0.38,393,39,0.91,0.09,430,2,1.00,0.00,355,77,0.82,0.18,423,9,0.98,0.02,3576,312,0.92,0.08
big_char_603_S.png,S,,120,0,1.00,0.00,53,67,0.44,0.56,82,38,0.68,0.32,120,0,1.00,0.00,93,27,0.78,0.23,106,14,0.88,0.12,78,42,0.65,0.35,75,45,0.62,0.38,112,8,0.93,0.07,839,241,0.76,0.22
big_char_1144_R.png,R,,432,0,1.00,0.00,406,26,0.94,0.06,431,1,1.00,0.00,408,24,0.94,0.06,219,213,0.51,0.49,432,0,1.00,0.00,373,59,0.86,0.14,355,77,0.82,0.18,419,13,0.97,0.03,3475,413,0.89,0.11
big_char_539_B.png,B,,414,0,1.00,0.00,350,64,0.85,0.15,414,0,1.00,0.00,406,8,0.98,0.02,223,191,0.54,0.46,414,0,1.00,0.00,388,26,0.94,0.06,305,109,0.74,0.26,414,0,1.00,0.00,3328,398,0.87,0.10
big_char_625_G.png,G,S,146,23,0.86,0.14,125,44,0.74,0.26,116,53,0.69,0.31,106,63,0.63,0.37,134,35,0.79,0.21,88,81,0.52,0.48,165,4,0.98,0.02,134,35,0.79,0.21,97,72,0.57,0.43,1111,410,0.68,0.25
big_char_958_Z.png,Z,Z,82,38,0.68,0.32,71,49,0.59,0.41,82,38,0.68,0.32,111,9,0.93,0.07,47,73,0.39,0.61,78,42,0.65,0.35,74,46,0.62,0.38,70,50,0.58,0.42,97,23,0.81,0.19,712,368,0.62,0.32
big_char_305_X.png,X,X,395,13,0.97,0.03,380,28,0.93,0.07,381,27,0.93,0.07,408,0,1.00,0.00,241,167,0.59,0.41,405,3,0.99,0.01,405,3,0.99,0.01,342,66,0.84,0.16,408,0,1.00,0.00,3365,307,0.88,0.08
big_char_554_Y.png,Y,,401,31,0.93,0.07,368,64,0.85,0.15,432,0,1.00,0.00,427,5,0.99,0.01,309,123,0.72,0.28,432,0,1.00,0.00,393,39,0.91,0.09,326,106,0.75,0.25,432,0,1.00,0.00,3520,368,0.89,0.09
big_char_581_B.png,B,R,81,15,0.84,0.16,61,35,0.64,0.36,49,47,0.51,0.49,36,60,0.38,0.62,49,47,0.51,0.49,56,40,0.58,0.42,51,45,0.53,0.47,69,27,0.72,0.28,52,44,0.54,0.46,504,360,0.52,0.37
big_char_1256_O.png,O,O,63,18,0.78,0.22,47,34,0.58,0.42,68,13,0.84,0.16,45,36,0.56,0.44,81,0,1.00,0.00,39,42,0.48,0.52,42,39,0.52,0.48,42,39,0.52,0.48,41,40,0.51,0.49,468,261,0.62,0.35
big_char_87_S.png,S,,405,3,0.99,0.01,399,9,0.98,0.02,408,0,1.00,0.00,404,4,0.99,0.01,282,126,0.69,0.31,408,0,1.00,0.00,377,31,0.92,0.08,310,98,0.76,0.24,408,0,1.00,0.00,3401,271,0.89,0.07
big_char_561_G.png,G,,119,37,0.76,0.24,111,45,0.71,0.29,123,33,0.79,0.21,97,59,0.62,0.38,92,64,0.59,0.41,89,67,0.57,0.43,156,0,1.00,0.00,135,21,0.87,0.13,93,63,0.60,0.40,1015,389,0.70,0.27
big_char_209_P.png,P,O,102,24,0.81,0.19,91,35,0.72,0.28,52,74,0.41,0.59,46,80,0.37,0.63,89,37,0.71,0.29,109,17,0.87,0.13,70,56,0.56,0.44,126,0,1.00,0.00,126,0,1.00,0.00,811,323,0.67,0.27
big_char_634_X.png,X,,67,32,0.68,0.32,92,7,0.93,0.07,60,39,0.61,0.39,78,21,0.79,0.21,22,77,0.22,0.78,91,8,0.92,0.08,60,39,0.61,0.39,72,27,0.73,0.27,89,10,0.90,0.10,631,260,0.66,0.27
big_char_1110_M.png,M,M,427,5,0.99,0.01,424,8,0.98,0.02,431,1,1.00,0.00,336,96,0.78,0.22,221,211,0.51,0.49,424,8,0.98,0.02,393,39,0.91,0.09,389,43,0.90,0.10,421,11,0.97,0.03,3466,422,0.89,0.11
big_char_1027_T.png,T,,375,39,0.91,0.09,309,105,0.75,0.25,408,6,0.99,0.01,414,0,1.00,0.00,346,68,0.84,0.16,414,0,1.00,0.00,414,0,1.00,0.00,392,22,0.95,0.05,414,0,1.00,0.00,3486,240,0.91,0.06
big_char_321_Y.png,Y,,66,54,0.55,0.45,110,10,0.92,0.08,91,29,0.76,0.24,108,12,0.90,0.10,80,40,0.67,0.33,48,72,0.40,0.60,97,23,0.81,0.19,78,42,0.65,0.35,63,57,0.53,0.47,741,339,0.65,0.30
big_char_1044_W.png,W,,429,3,0.99,0.01,432,0,1.00,0.00,432,0,1.00,0.00,372,60,0.86,0.14,364,68,0.84,0.16,378,54,0.88,0.12,395,37,0.91,0.09,295,137,0.68,0.32,410,22,0.95,0.05,3507,381,0.89,0.10
big_char_189_C.png,C,,407,1,1.00,0.00,380,28,0.93,0.07,407,1,1.00,0.00,366,42,0.90,0.10,349,59,0.86,0.14,408,0,1.00,0.00,377,31,0.92,0.08,323,85,0.79,0.21,408,0,1.00,0.00,3425,247,0.90,0.06
big_char_760_B.png,B,,390,1,1.00,0.00,357,34,0.91,0.09,391,0,1.00,0.00,389,2,0.99,0.01,253,138,0.65,0.35,391,0,1.00,0.00,378,13,0.97,0.03,259,132,0.66,0.34,381,10,0.97,0.03,3189,330,0.85,0.09
big_char_1272_N.png,N,,87,39,0.69,0.31,102,24,0.81,0.19,112,14,0.89,0.11,79,47,0.63,0.37,83,43,0.66,0.34,85,41,0.67,0.33,82,44,0.65,0.35,76,50,0.60,0.40,87,39,0.69,0.31,793,341,0.65,0.28
big_char_218_O.png,O,,408,0,1.00,0.00,408,0,1.00,0.00,408,0,1.00,0.00,388,20,0.95,0.05,310,98,0.76,0.24,355,53,0.87,0.13,407,1,1.00,0.00,330,78,0.81,0.19,388,20,0.95,0.05,3402,270,0.89,0.07
big_char_526_R.png,R,,117,39,0.75,0.25,74,82,0.47,0.53,151,5,0.97,0.03,61,95,0.39,0.61,112,44,0.72,0.28,156,0,1.00,0.00,116,40,0.74,0.26,110,46,0.71,0.29,111,45,0.71,0.29,1008,396,0.68,0.27
big_char_1261_D.png,D,,430,2,1.00,0.00,377,55,0.87,0.13,432,0,1.00,0.00,420,12,0.97,0.03,257,175,0.59,0.41,379,53,0.88,0.12,401,31,0.93,0.07,397,35,0.92,0.08,429,3,0.99,0.01,3522,366,0.91,0.09
big_char_1202_P.png,P,P,391,0,1.00,0.00,358,33,0.92,0.08,391,0,1.00,0.00,377,14,0.96,0.04,229,162,0.59,0.41,391,0,1.00,0.00,360,31,0.92,0.08,370,21,0.95,0.05,391,0,1.00,0.00,3258,261,0.87,0.07
big_char_870_S.png,S,X,51,59,0.46,0.54,64,46,0.58,0.42,64,46,0.58,0.42,104,6,0.95,0.05,73,37,0.66,0.34,110,0,1.00,0.00,75,35,0.68,0.32,48,62,0.44,0.56,110,0,1.00,0.00,699,291,0.68,0.28
big_char_461_C.png,C,C,86,24,0.78,0.22,63,47,0.57,0.43,91,19,0.83,0.17,60,50,0.55,0.45,110,0,1.00,0.00,110,0,1.00,0.00,88,22,0.80,0.20,74,36,0.67,0.33,71,39,0.65,0.35,753,237,0.71,0.22
big_char_1300_V.png,V,,391,0,1.00,0.00,356,35,0.91,0.09,391,0,1.00,0.00,297,94,0.76,0.24,297,94,0.76,0.24,391,0,1.00,0.00,358,33,0.92,0.08,391,0,1.00,0.00,391,0,1.00,0.00,3263,256,0.87,0.07
big_char_826_X.png,X,X,133,49,0.73,0.27,168,14,0.92,0.08,128,54,0.70,0.30,169,13,0.93,0.07,53,129,0.29,0.71,174,8,0.96,0.04,120,62,0.66,0.34,146,36,0.80,0.20,135,47,0.74,0.26,1226,412,0.75,0.25
big_char_954_A.png,A,A,111,9,0.93,0.07,68,52,0.57,0.43,70,50,0.58,0.42,63,57,0.53,0.47,74,46,0.62,0.38,63,57,0.53,0.47,80,40,0.67,0.33,120,0,1.00,0.00,79,41,0.66,0.34,728,352,0.65,0.32
big_char_379_J.png,J,I,76,34,0.69,0.31,46,64,0.42,0.58,57,53,0.52,0.48,107,3,0.97,0.03,70,40,0.64,0.36,110,0,1.00,0.00,68,42,0.62,0.38,72,38,0.65,0.35,110,0,1.00,0.00,716,274,0.66,0.25
big_char_937_B.png,B,,386,5,0.99,0.01,317,74,0.81,0.19,391,0,1.00,0.00,323,68,0.83,0.17,259,132,0.66,0.34,391,0,1.00,0.00,314,77,0.80,0.20,280,111,0.72,0.28,391,0,1.00,0.00,3052,467,0.83,0.13
big_char_563_S.png,S,S,127,5,0.96,0.04,65,67,0.49,0.51,92,40,0.70,0.30,132,0,1.00,0.00,102,30,0.77,0.23,110,22,0.83,0.17,87,45,0.66,0.34,90,42,0.68,0.32,104,28,0.79,0.21,909,279,0.72,0.22
big_char_972_B.png,B,R,414,0,1.00,0.00,356,58,0.86,0.14,414,0,1.00,0.00,382,32,0.92,0.08,238,176,0.57,0.43,414,0,1.00,0.00,355,59,0.86,0.14,255,159,0.62,0.38,414,0,1.00,0.00,3242,484,0.86,0.13
big_char_78_P.png,P,P,94,2,0.98,0.02,56,40,0.58,0.42,47,49,0.49,0.51,56,40,0.58,0.42,47,49,0.49,0.51,64,32,0.67,0.33,48,48,0.50,0.50,96,0,1.00,0.00,96,0,1.00,0.00,604,260,0.65,0.28
big_char_913_T.png,T,,396,18,0.96,0.04,384,30,0.93,0.07,396,18,0.96,0.04,350,64,0.85,0.15,280,134,0.68,0.32,409,5,0.99,0.01,388,26,0.94,0.06,411,3,0.99,0.01,414,0,1.00,0.00,3428,298,0.88,0.08
big_char_368_U.png,U,U,412,2,1.00,0.00,406,8,0.98,0.02,393,21,0.95,0.05,414,0,1.00,0.00,339,75,0.82,0.18,334,80,0.81,0.19,414,0,1.00,0.00,319,95,0.77,0.23,410,4,0.99,0.01,3441,285,0.88,0.07
