Image,Letter,White_0_0,Black_0_0,White_0_1,Black_0_1,White_0_2,Black_0_2,White_0_3,Black_0_3,White_0_4,Black_0_4,White_1_0,Black_1_0,White_1_1,Black_1_1,White_1_2,Black_1_2,White_1_3,Black_1_3,White_1_4,Black_1_4,White_2_0,Black_2_0,White_2_1,Black_2_1,White_2_2,Black_2_2,White_2_3,Black_2_3,White_2_4,Black_2_4,White_3_0,Black_3_0,White_3_1,Black_3_1,White_3_2,Black_3_2,White_3_3,Black_3_3,White_3_4,Black_3_4,White_4_0,Black_4_0,White_4_1,Black_4_1,White_4_2,Black_4_2,White_4_3,Black_4_3,White_4_4,Black_4_4
little_char_630.png,,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,2,2,4,0,4,0,4,0,4,0,0,4,3,1,1,3,0,4,2,2,2,2,2,2,2,2,4,0,3,1,1,3
little_char_80.png,,4,0,4,0,4,0,4,0,3,1,4,0,4,0,4,0,4,0,1,3,4,0,4,0,4,0,3,1,2,2,4,0,2,2,4,0,4,0,2,2,2,2,1,3,1,3,1,3,0,4
little_char_94.png,,4,0,2,2,3,1,4,0,4,0,2,2,2,2,1,3,2,2,4,0,4,0,4,0,4,0,2,2,4,0,3,1,0,4,1,3,1,3,3,1,4,0,2,2,3,1,4,0,4,0
little_char_624.png,x,4,0,4,0,4,0,2,2,3,1,3,1,3,1,0,4,1,3,4,0,2,2,0,4,3,1,4,0,4,0,0,4,0,4,3,1,4,0,4,0,1,3,3,1,2,2,4,0,4,0
little_char_817.png,a,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,1,1,1,2,0,1,1,0,2,1,1,1,1
little_char_803.png,,2,0,2,0,2,0,2,0,2,0,2,0,1,1,0,2,1,1,2,0,1,1,0,2,2,0,0,2,2,0,2,0,0,2,2,0,0,2,2,0,2,0,1,1,2,0,1,1,1,1
little_char_195.png,,4,0,4,0,2,2,3,1,4,0,4,0,1,3,3,1,0,4,0,4,3,1,0,4,4,0,0,4,3,1,2,2,2,2,4,0,1,3,2,2,3,1,4,0,4,0,4,0,4,0
little_char_57.png,j,2,0,2,0,2,0,2,0,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,2,1,1,1,1,1,1
little_char_181.png,h,3,1,4,0,4,0,4,0,4,0,2,2,2,2,4,0,4,0,4,0,2,2,3,1,3,1,2,2,4,0,2,2,3,1,1,3,1,3,4,0,2,2,1,3,4,0,2,2,2,2
little_char_197.png,o,2,0,2,0,2,0,2,0,2,0,2,0,1,1,0,2,0,2,2,0,2,0,2,0,2,0,0,2,0,2,2,0,1,1,2,0,2,0,0,2,2,0,1,1,2,0,2,0,1,1
little_char_41.png,d,15,0,15,0,14,1,15,0,15,0,15,0,15,0,10,5,15,0,15,0,15,0,15,0,9,6,15,0,15,0,15,0,10,5,5,10,15,0,15,0,15,0,9,6,4,11,14,1,15,0
little_char_829.png,,12,3,15,0,15,0,15,0,15,0,14,1,15,0,15,0,15,0,15,0,15,0,11,4,11,4,13,2,15,0,15,0,9,6,9,6,14,1,15,0,15,0,10,5,9,6,15,0,15,0
little_char_183.png,a,6,0,2,4,6,0,6,0,6,0,5,1,3,3,5,1,3,3,6,0,3,3,1,5,1,5,5,1,6,0,4,2,2,4,6,0,6,0,6,0,6,0,3,3,2,4,2,4,5,1
little_char_55.png,,3,0,3,0,2,1,1,2,1,2,3,0,1,2,0,3,1,2,2,1,3,0,3,0,3,0,2,1,2,1,3,0,3,0,3,0,3,0,1,2,3,0,3,0,3,0,1,2,0,3
little_char_815.png,,4,0,4,0,3,1,2,2,4,0,4,0,1,3,2,2,2,2,1,3,2,2,2,2,4,0,4,0,1,3,2,2,4,0,4,0,4,0,0,4,2,2,0,4,2,2,0,4,2,2
little_char_801.png,o,3,1,2,2,2,2,2,2,3,1,2,2,1,3,4,0,3,1,1,3,2,2,2,2,4,0,4,0,2,2,3,1,1,3,1,3,2,2,0,4,4,0,4,0,4,0,2,2,3,1
little_char_69.png,b,6,0,4,2,5,1,6,0,6,0,6,0,1,5,6,0,6,0,6,0,6,0,3,3,6,0,6,0,6,0,5,1,0,6,3,3,0,6,4,2,5,1,2,4,2,4,3,3,6,0
little_char_154.png,p,2,0,2,0,2,0,1,1,1,1,2,0,1,1,0,2,1,1,1,1,2,0,0,2,0,2,2,0,1,1,2,0,0,2,0,2,0,2,1,1,2,0,0,2,2,0,2,0,2,0
little_char_632.png,,4,0,4,0,4,0,2,2,4,0,4,0,1,3,1,3,2,2,3,1,2,2,3,1,4,0,4,0,4,0,2,2,1,3,2,2,2,2,2,2,4,0,3,1,2,2,2,2,2,2
little_char_1329.png,,2,4,6,0,6,0,2,4,6,0,2,4,4,2,2,4,1,5,5,1,6,0,4,2,4,2,5,1,0,6,3,3,4,2,4,2,4,2,1,5,6,0,5,1,3,3,2,4,4,2
little_char_96.png,,4,0,4,0,4,0,3,1,2,2,4,0,4,0,0,4,1,3,3,1,4,0,3,1,0,4,2,2,4,0,4,0,1,3,3,1,1,3,4,0,2,2,2,2,4,0,1,3,3,1
little_char_1301.png,a,14,1,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,12,3,4,11,15,0,15,0,15,0,10,5,3,12,15,0,15,0,15,0,14,1,11,4,12,3,15,0
little_char_168.png,y,4,0,4,0,4,0,2,2,4,0,2,2,2,2,4,0,0,4,2,2,2,2,0,4,2,2,0,4,2,2,4,0,2,2,1,3,3,1,0,4,4,0,3,1,2,2,2,2,0,4
little_char_1467.png,,3,1,4,0,4,0,4,0,4,0,2,2,3,1,4,0,2,2,2,2,2,2,2,2,4,0,1,3,3,1,3,1,2,2,3,1,0,4,4,0,4,0,0,4,1,3,3,1,4,0
little_char_1473.png,,11,4,13,2,13,2,10,5,10,5,12,3,15,0,15,0,15,0,15,0,14,1,14,1,12,3,15,0,15,0,12,3,7,8,11,4,15,0,15,0,12,3,5,10,8,7,15,0,15,0
little_char_1315.png,,15,0,15,0,15,0,15,0,15,0,15,0,13,2,14,1,15,0,15,0,15,0,8,7,11,4,15,0,15,0,15,0,9,6,13,2,15,0,15,0,8,7,5,10,14,1,15,0,15,0
little_char_395.png,,4,0,3,1,4,0,4,0,4,0,3,1,1,3,4,0,4,0,4,0,2,2,2,2,3,1,0,4,2,2,2,2,0,4,0,4,3,1,4,0,4,0,0,4,2,2,2,2,2,2
little_char_381.png,h,4,0,3,1,3,1,4,0,4,0,4,0,1,3,4,0,4,0,4,0,4,0,0,4,4,0,2,2,4,0,3,1,1,3,1,3,1,3,2,2,2,2,1,3,4,0,1,3,4,0
little_char_430.png,s,2,0,2,0,2,0,1,1,1,1,2,0,2,0,0,2,0,2,0,2,2,0,2,0,2,0,1,1,0,2,2,0,2,0,2,0,2,0,2,0,2,0,0,2,0,2,1,1,0,2
little_char_356.png,,2,0,2,0,1,1,1,1,2,0,2,0,2,0,0,2,0,2,2,0,2,0,1,1,0,2,1,1,2,0,2,0,0,2,0,2,2,0,2,0,2,0,1,1,1,1,2,0,2,0
little_char_1665.png,,15,0,15,0,14,1,15,0,14,1,15,0,15,0,15,0,15,0,15,0,15,0,13,2,14,1,12,3,15,0,15,0,8,7,8,7,10,5,15,0,15,0,8,7,4,11,5,10,15,0
little_char_1103.png,a,15,0,15,0,14,1,15,0,15,0,15,0,14,1,15,0,15,0,15,0,15,0,11,4,15,0,15,0,15,0,12,3,4,11,13,2,15,0,15,0,13,2,3,12,10,5,15,0,15,0
little_char_418.png,,4,0,3,1,3,1,4,0,4,0,4,0,1,3,3,1,4,0,4,0,4,0,0,4,4,0,4,0,4,0,2,2,2,2,3,1,1,3,1,3,2,2,0,4,0,4,2,2,4,0
little_char_587.png,,12,3,12,3,9,6,10,5,10,5,12,3,15,0,10,5,15,0,15,0,12,3,14,1,10,5,15,0,15,0,12,3,7,8,6,9,15,0,15,0,12,3,7,8,9,6,15,0,15,0
little_char_593.png,e,3,0,3,0,3,0,2,1,1,2,3,0,2,1,0,3,1,2,2,1,3,0,0,3,0,3,3,0,3,0,3,0,1,2,0,3,0,3,1,2,3,0,3,0,2,1,0,3,1,2
little_char_544.png,,4,0,4,0,4,0,3,1,4,0,4,0,4,0,1,3,0,4,2,2,4,0,0,4,3,1,2,2,2,2,2,2,1,3,4,0,2,2,2,2,2,2,2,2,4,0,2,2,2,2
little_char_222.png,k,3,1,3,1,4,0,4,0,4,0,4,0,2,2,4,0,4,0,4,0,4,0,2,2,4,0,3,1,1,3,4,0,2,2,2,2,0,4,3,1,4,0,0,4,1,3,4,0,4,0
little_char_236.png,,3,0,3,0,2,1,3,0,3,0,1,2,3,0,2,1,2,1,3,0,1,2,3,0,2,1,1,2,3,0,2,1,2,1,2,1,1,2,3,0,2,1,1,2,1,2,0,3,3,0
little_char_1739.png,y,12,3,15,0,15,0,14,1,12,3,12,3,11,4,15,0,15,0,15,0,12,3,10,5,11,4,8,7,15,0,12,3,14,1,6,9,12,3,15,0,12,3,15,0,5,10,14,1,15,0
little_char_578.png,x,1,1,1,1,2,0,2,0,2,0,1,1,0,2,2,0,2,0,2,0,2,0,1,1,0,2,2,0,2,0,2,0,2,0,1,1,0,2,0,2,2,0,2,0,0,2,0,2,0,2
little_char_1711.png,z,5,1,3,3,2,4,3,3,6,0,5,1,4,2,5,1,1,5,6,0,6,0,4,2,1,5,2,4,2,4,4,2,0,6,5,1,5,1,6,0,6,0,4,2,2,4,2,4,3,3
little_char_1063.png,,10,5,10,5,10,5,10,5,10,5,15,0,15,0,15,0,15,0,15,0,14,1,6,9,15,0,15,0,15,0,8,7,7,8,15,0,15,0,15,0,10,5,5,10,12,3,15,0,15,0
little_char_791.png,h,4,0,1,3,4,0,4,0,4,0,4,0,2,2,4,0,4,0,4,0,3,1,2,2,2,2,2,2,4,0,2,2,0,4,1,3,1,3,3,1,2,2,2,2,4,0,2,2,2,2
little_char_949.png,o,4,0,4,0,3,1,2,2,4,0,4,0,1,3,1,3,2,2,3,1,3,1,1,3,4,0,4,0,4,0,2,2,2,2,4,0,4,0,4,0,2,2,2,2,4,0,4,0,4,0
little_char_961.png,q,4,0,1,3,4,0,4,0,4,0,2,2,1,3,4,0,4,0,4,0,2,2,2,2,4,0,4,0,4,0,2,2,1,3,2,2,3,1,4,0,3,1,0,4,1,3,1,3,2,2
little_char_975.png,z,4,0,4,0,2,2,3,1,4,0,4,0,2,2,1,3,0,4,4,0,4,0,3,1,4,0,1,3,4,0,4,0,4,0,2,2,3,1,4,0,1,3,1,3,0,4,2,2,2,2
little_char_1249.png,,3,0,3,0,3,0,3,0,3,0,3,0,3,0,1,2,3,0,2,1,1,2,3,0,1,2,2,1,1,2,1,2,3,0,1,2,2,1,1,2,2,1,2,1,2,1,2,1,1,2
little_char_746.png,c,6,0,5,1,3,3,4,2,3,3,6,0,1,5,5,1,6,0,4,2,6,0,0,6,6,0,6,0,6,0,4,2,1,5,1,5,4,2,5,1,6,0,5,1,1,5,5,1,6,0
little_char_752.png,n,15,0,15,0,15,0,15,0,14,1,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,7,8,8,7,15,0,15,0,15,0,9,6,10,5,15,0,15,0
little_char_1513.png,,13,2,10,5,10,5,10,5,10,5,15,0,15,0,15,0,15,0,15,0,15,0,15,0,7,8,14,1,15,0,15,0,10,5,12,3,15,0,15,0,15,0,12,3,9,6,11,4,15,0
little_char_1507.png,k,4,0,4,0,4,0,4,0,3,1,4,0,3,1,4,0,3,1,1,3,4,0,1,3,3,1,1,3,4,0,4,0,1,3,0,4,4,0,4,0,4,0,0,4,0,4,3,1,4,0
little_char_1260.png,,12,3,10,5,9,6,10,5,10,5,12,3,14,1,15,0,15,0,15,0,10,5,11,4,13,2,15,0,13,2,12,3,2,13,12,3,15,0,14,1,15,0,3,12,10,5,15,0,12,3
little_char_1274.png,,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,9,6,11,4,15,0,15,0,15,0,8,7,15,0,15,0,15,0,10,5,5,10,15,0,15,0,15,0
little_char_1512.png,hi,15,0,15,0,15,0,15,0,14,1,15,0,14,1,14,1,15,0,15,0,15,0,10,5,14,1,15,0,15,0,15,0,11,4,14,1,15,0,15,0,15,0,7,8,4,11,15,0,15,0
little_char_1248.png,x,4,0,4,0,4,0,4,0,3,1,4,0,1,3,3,1,3,1,1,3,4,0,3,1,0,4,1,3,4,0,4,0,3,1,0,4,1,3,4,0,4,0,0,4,4,0,3,1,1,3
little_char_948.png,a,6,0,3,3,6,0,4,2,4,2,6,0,2,4,6,0,3,3,3,3,6,0,5,1,3,3,3,3,1,5,5,1,6,0,6,0,6,0,2,4,5,1,2,4,5,1,6,0,3,3
little_char_790.png,,4,0,4,0,2,2,3,1,4,0,4,0,1,3,2,2,0,4,3,1,3,1,0,4,2,2,0,4,2,2,4,0,3,1,2,2,3,1,0,4,4,0,4,0,4,0,4,0,2,2
little_char_1062.png,d,15,0,15,0,13,2,12,3,11,4,15,0,15,0,14,1,15,0,15,0,15,0,15,0,9,6,15,0,15,0,15,0,9,6,5,10,15,0,15,0,15,0,6,9,9,6,15,0,15,0
little_char_1710.png,n,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,1,0,2,2,0,2,0,0,2,0,2,2,0,2,0,0,2,0,2,2,0,2,0,2,0,0,2,0,2,2,0,2,0
little_char_579.png,x,4,0,4,0,4,0,3,1,3,1,4,0,1,3,0,4,2,2,3,1,4,0,3,1,1,3,4,0,4,0,3,1,3,1,3,1,1,3,4,0,3,1,1,3,1,3,1,3,3,1
little_char_1076.png,,4,0,3,1,4,0,4,0,4,0,3,1,0,4,4,0,3,1,4,0,4,0,0,4,1,3,0,4,4,0,2,2,0,4,1,3,4,0,4,0,3,1,0,4,1,3,2,2,4,0
little_char_1738.png,,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,8,7,11,4,15,0,15,0,15,0,11,4,12,3,15,0,15,0,12,3,11,4,9,6,15,0,15,0
little_char_545.png,o,4,0,4,0,2,2,4,0,4,0,4,0,0,4,2,2,1,3,3,1,2,2,2,2,4,0,4,0,1,3,2,2,1,3,4,0,1,3,2,2,4,0,2,2,2,2,2,2,4,0
little_char_223.png,r,2,0,2,0,2,0,2,0,1,1,2,0,2,0,2,0,1,1,0,2,2,0,2,0,1,1,0,2,1,1,2,0,1,1,0,2,1,1,2,0,2,0,0,2,0,2,2,0,2,0
little_char_1089.png,u,2,0,2,0,2,0,2,0,2,0,2,0,0,2,2,0,2,0,2,0,2,0,0,2,2,0,2,0,0,2,1,1,1,1,2,0,2,0,0,2,1,1,1,1,2,0,1,1,0,2
little_char_1116.png,,4,0,3,1,4,0,4,0,4,0,4,0,1,3,4,0,4,0,4,0,3,1,2,2,4,0,2,2,4,0,2,2,1,3,0,4,1,3,4,0,2,2,0,4,1,3,4,0,4,0
little_char_419.png,f,15,0,15,0,15,0,14,1,14,1,15,0,15,0,15,0,15,0,15,0,15,0,5,10,12,3,15,0,15,0,15,0,10,5,12,3,15,0,15,0,15,0,6,9,11,4,15,0,15,0
little_char_1670.png,x,4,0,2,2,4,0,4,0,4,0,4,0,0,4,4,0,3,1,1,3,4,0,2,2,1,3,0,4,2,2,4,0,2,2,0,4,4,0,4,0,3,1,1,3,1,3,2,2,4,0
little_char_1664.png,r,4,0,3,1,2,2,2,2,4,0,4,0,0,4,2,2,0,4,2,2,2,2,1,3,1,3,1,3,4,0,2,2,1,3,3,1,4,0,4,0,2,2,2,2,4,0,4,0,4,0
little_char_1102.png,a,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,2,2,0,4,2,2,3,1,1,3,3,1,3,1,1,3
little_char_425.png,,2,0,2,0,1,1,1,1,2,0,2,0,2,0,0,2,1,1,2,0,2,0,0,2,0,2,2,0,2,0,2,0,0,2,1,1,2,0,2,0,2,0,0,2,0,2,2,0,2,0
little_char_357.png,t,6,0,6,0,4,2,3,3,6,0,5,1,4,2,1,5,2,4,4,2,6,0,6,0,3,3,3,3,4,2,6,0,6,0,3,3,3,3,6,0,6,0,6,0,4,2,4,2,6,0
little_char_1314.png,q,2,0,2,0,1,1,1,1,1,1,2,0,0,2,0,2,2,0,2,0,2,0,1,1,1,1,0,2,1,1,2,0,2,0,2,0,2,0,0,2,2,0,2,0,2,0,2,0,2,0
little_char_169.png,o,2,0,2,0,2,0,2,0,2,0,2,0,0,2,0,2,2,0,2,0,1,1,0,2,1,1,1,1,2,0,1,1,2,0,2,0,0,2,2,0,0,2,2,0,2,0,0,2,2,0
little_char_1300.png,,12,3,11,4,11,4,10,5,10,5,15,0,15,0,9,6,14,1,15,0,15,0,14,1,4,11,14,1,13,2,15,0,12,3,12,3,15,0,15,0,14,1,3,12,7,8,15,0,15,0
little_char_1466.png,y,3,1,2,2,4,0,4,0,4,0,2,2,2,2,4,0,4,0,2,2,2,2,2,2,4,0,4,0,1,3,4,0,0,4,4,0,4,0,0,4,4,0,3,1,0,4,0,4,1,3
little_char_97.png,,3,1,3,1,4,0,4,0,4,0,2,2,2,2,4,0,0,4,3,1,3,1,0,4,3,1,2,2,2,2,4,0,3,1,1,3,1,3,2,2,4,0,3,1,4,0,3,1,2,2
little_char_1328.png,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
little_char_83.png,s,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,5,10,13,2,15,0,15,0,15,0,10,5,14,1,15,0,15,0
little_char_155.png,q,2,0,2,0,2,0,1,1,1,1,2,0,1,1,0,2,1,1,1,1,2,0,0,2,0,2,1,1,2,0,2,0,2,0,1,1,1,1,1,1,2,0,2,0,2,0,2,0,2,0
little_char_633.png,h,15,0,15,0,15,0,15,0,15,0,15,0,13,2,15,0,15,0,15,0,15,0,10,5,15,0,15,0,15,0,15,0,8,7,5,10,15,0,15,0,15,0,6,9,9,6,15,0,15,0
little_char_800.png,,2,0,2,0,2,0,1,1,1,1,2,0,2,0,2,0,1,1,0,2,2,0,2,0,2,0,2,0,0,2,2,0,1,1,1,1,2,0,2,0,2,0,1,1,1,1,0,2,0,2
little_char_68.png,,15,0,13,2,10,5,10,5,10,5,15,0,15,0,15,0,15,0,15,0,13,2,5,10,12,3,15,0,15,0,8,7,6,9,14,1,15,0,15,0,8,7,7,8,8,7,15,0,15,0
little_char_814.png,,13,2,15,0,15,0,15,0,15,0,15,0,12,3,15,0,15,0,15,0,9,6,1,14,15,0,15,0,15,0,8,7,13,2,15,0,15,0,15,0,14,1,9,6,14,1,15,0,15,0
little_char_54.png,,6,0,4,2,6,0,6,0,6,0,5,1,3,3,6,0,6,0,6,0,4,2,4,2,6,0,6,0,6,0,2,4,5,1,1,5,5,1,6,0,2,4,1,5,2,4,6,0,6,0
little_char_182.png,j,3,0,3,0,3,0,1,2,1,2,3,0,3,0,3,0,3,0,0,3,3,0,3,0,3,0,3,0,0,3,3,0,3,0,3,0,3,0,0,3,1,2,2,1,1,2,1,2,2,1
little_char_828.png,,4,0,4,0,2,2,2,2,4,0,3,1,1,3,2,2,0,4,3,1,3,1,0,4,2,2,0,4,4,0,4,0,4,0,2,2,1,3,4,0,4,0,4,0,1,3,4,0,4,0
little_char_1499.png,,17,3,15,5,14,6,15,5,15,5,20,0,12,8,10,10,20,0,20,0,20,0,20,0,11,9,20,0,20,0,20,0,17,3,11,9,20,0,20,0,15,5,15,5,15,5,16,4,18,2
little_char_873.png,,2,0,2,0,1,1,1,1,2,0,2,0,0,2,1,1,1,1,0,2,2,0,1,1,0,2,1,1,1,1,2,0,2,0,2,0,2,0,0,2,2,0,2,0,2,0,0,2,0,2
little_char_27.png,n,4,0,4,0,2,2,2,2,4,0,4,0,1,3,1,3,1,3,2,2,3,1,1,3,4,0,2,2,2,2,2,2,2,2,4,0,2,2,2,2,3,1,3,1,4,0,1,3,4,0
little_char_697.png,v,3,1,3,1,4,0,4,0,3,1,3,1,2,2,4,0,1,3,1,3,4,0,0,4,3,1,1,3,4,0,4,0,0,4,0,4,3,1,4,0,4,0,3,1,0,4,4,0,4,0
little_char_683.png,e,4,0,4,0,2,2,2,2,3,1,3,1,0,4,2,2,1,3,0,4,2,2,1,3,0,4,2,2,3,1,3,1,1,3,4,0,4,0,4,0,4,0,3,1,0,4,2,2,3,1
little_char_33.png,,4,0,2,2,4,0,3,1,3,1,4,0,3,1,0,4,1,3,4,0,4,0,3,1,0,4,1,3,4,0,4,0,1,3,4,0,1,3,3,1,2,2,2,2,4,0,3,1,3,1
little_char_1367.png,,4,2,6,0,6,0,6,0,6,0,2,4,6,0,2,4,6,0,6,0,2,4,6,0,2,4,4,2,3,3,4,2,2,4,2,4,0,6,2,4,6,0,3,3,3,3,6,0,4,2
little_char_1401.png,,4,0,4,0,3,1,2,2,4,0,4,0,1,3,1,3,2,2,2,2,4,0,0,4,3,1,4,0,4,0,3,1,0,4,4,0,4,0,4,0,4,0,0,4,4,0,4,0,4,0
little_char_132.png,y,4,0,4,0,4,0,4,0,3,1,4,0,3,1,4,0,4,0,0,4,3,1,1,3,4,0,1,3,2,2,4,0,0,4,2,2,1,3,4,0,4,0,3,1,0,4,3,1,4,0
little_char_654.png,o,2,0,2,0,2,0,2,0,2,0,2,0,1,1,0,2,1,1,2,0,1,1,0,2,0,2,0,2,2,0,1,1,1,1,2,0,1,1,1,1,1,1,1,1,2,0,1,1,1,1
little_char_640.png,n,14,1,14,1,15,0,15,0,15,0,15,0,15,0,12,3,15,0,15,0,15,0,8,7,7,8,15,0,15,0,15,0,8,7,9,6,15,0,15,0,15,0,13,2,15,0,15,0,15,0
little_char_1429.png,c,4,0,3,1,2,2,3,1,4,0,3,1,0,4,2,2,0,4,3,1,2,2,1,3,4,0,4,0,3,1,2,2,2,2,4,0,4,0,4,0,2,2,1,3,4,0,4,0,4,0
little_char_1824.png,,4,0,4,0,3,1,2,2,2,2,4,0,4,0,3,1,0,4,3,1,3,1,3,1,4,0,3,1,0,4,2,2,3,1,4,0,2,2,0,4,3,1,2,2,2,2,2,2,3,1
little_char_495.png,,2,0,2,0,2,0,2,0,2,0,2,0,1,1,0,2,0,2,2,0,2,0,0,2,1,1,2,0,2,0,1,1,1,1,2,0,2,0,2,0,1,1,0,2,2,0,2,0,2,0
little_char_481.png,,10,5,10,5,10,5,10,5,10,5,15,0,14,1,13,2,15,0,15,0,15,0,8,7,5,10,15,0,15,0,15,0,10,5,7,8,15,0,15,0,15,0,13,2,10,5,12,3,15,0
little_char_1603.png,,10,10,15,5,13,7,15,5,13,7,17,3,20,0,12,8,20,0,18,2,15,5,17,3,12,8,20,0,19,1,18,2,16,4,15,5,20,0,18,2,12,8,14,6,13,7,15,5,16,4
little_char_1165.png,i,6,0,6,0,4,2,2,4,4,2,6,0,6,0,2,4,3,3,1,5,4,2,2,4,2,4,1,5,2,4,6,0,5,1,2,4,5,1,6,0,6,0,3,3,2,4,2,4,2,4
little_char_1171.png,,12,3,15,0,15,0,15,0,15,0,12,3,15,0,15,0,15,0,15,0,13,2,10,5,8,7,15,0,15,0,12,3,7,8,10,5,14,1,15,0,12,3,12,3,11,4,15,0,15,0
little_char_1617.png,,15,0,15,0,15,0,15,0,14,1,15,0,15,0,10,5,15,0,15,0,15,0,15,0,8,7,15,0,15,0,15,0,9,6,3,12,11,4,14,1,15,0,15,0,10,5,14,1,15,0
little_char_456.png,,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,9,6,12,3,11,4,15,0,15,0,9,6,8,7,9,6,15,0,15,0,5,10,6,9,12,3,15,0
little_char_330.png,m,4,0,4,0,2,2,4,0,4,0,4,0,1,3,1,3,1,3,1,3,3,1,1,3,2,2,0,4,3,1,2,2,2,2,4,0,1,3,4,0,3,1,3,1,4,0,3,1,3,1
little_char_1159.png,,4,0,4,0,4,0,3,1,4,0,4,0,3,1,1,3,1,3,2,2,2,2,1,3,3,1,3,1,2,2,2,2,2,2,4,0,2,2,2,2,2,2,3,1,4,0,4,0,0,4
little_char_324.png,ef,4,0,4,0,3,1,2,2,1,3,4,0,1,3,2,2,3,1,4,0,2,2,2,2,4,0,4,0,4,0,3,1,0,4,3,1,4,0,4,0,4,0,3,1,1,3,0,4,0,4
little_char_442.png,e,15,0,15,0,15,0,15,0,14,1,15,0,15,0,15,0,15,0,12,3,15,0,7,8,7,8,15,0,12,3,15,0,2,13,11,4,15,0,12,3,15,0,11,4,6,9,15,0,12,3
little_char_1788.png,,4,0,3,1,2,2,4,0,4,0,4,0,3,1,0,4,4,0,4,0,4,0,3,1,0,4,4,0,3,1,2,2,0,4,2,2,0,4,1,3,4,0,4,0,4,0,4,0,2,2
little_char_293.png,i,2,0,2,0,2,0,1,1,1,1,2,0,2,0,1,1,0,2,0,2,2,0,2,0,0,2,1,1,2,0,2,0,0,2,0,2,2,0,2,0,2,0,0,2,0,2,2,0,2,0
little_char_1777.png,,4,0,2,2,4,0,4,0,4,0,2,2,2,2,4,0,4,0,4,0,2,2,2,2,2,2,0,4,4,0,2,2,0,4,0,4,1,3,4,0,1,3,0,4,1,3,4,0,4,0
little_char_1011.png,o,4,0,4,0,3,1,2,2,4,0,4,0,2,2,0,4,0,4,2,2,2,2,2,2,4,0,3,1,2,2,3,1,0,4,2,2,0,4,3,1,4,0,4,0,2,2,3,1,4,0
little_char_1763.png,f,14,1,12,3,10,5,10,5,10,5,15,0,9,6,14,1,15,0,15,0,15,0,10,5,15,0,15,0,15,0,15,0,8,7,15,0,15,0,15,0,15,0,8,7,15,0,15,0,14,1
little_char_522.png,e,15,0,15,0,15,0,12,3,11,4,15,0,15,0,15,0,15,0,15,0,15,0,10,5,8,7,15,0,15,0,15,0,5,10,12,3,15,0,15,0,15,0,9,6,12,3,15,0,15,0
little_char_244.png,f,6,0,6,0,6,0,6,0,3,3,6,0,6,0,6,0,3,3,3,3,6,0,4,2,6,0,0,6,6,0,1,5,3,3,2,4,0,6,5,1,5,1,2,4,3,3,5,1,5,1
little_char_250.png,,4,0,3,1,3,1,4,0,4,0,4,0,1,3,4,0,4,0,4,0,4,0,1,3,4,0,4,0,4,0,4,0,2,2,4,0,4,0,4,0,3,1,0,4,0,4,0,4,3,1
little_char_536.png,,14,1,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,13,2,14,1,12,3,15,0,15,0,13,2,6,9,12,3,15,0,15,0,15,0,5,10,15,0,15,0,15,0
little_char_907.png,w,5,1,3,3,6,0,6,0,6,0,3,3,3,3,5,1,0,6,4,2,2,4,4,2,1,5,5,1,2,4,4,2,6,0,2,4,6,0,2,4,5,1,6,0,6,0,6,0,5,1
little_char_913.png,v,3,1,3,1,4,0,4,0,4,0,2,2,1,3,4,0,3,1,2,2,4,0,0,4,4,0,0,4,4,0,4,0,0,4,1,3,2,2,4,0,4,0,3,1,0,4,4,0,4,0
little_char_1213.png,,15,5,15,5,15,5,15,5,15,5,20,0,18,2,13,7,20,0,20,0,20,0,11,9,18,2,20,0,20,0,20,0,16,4,10,10,15,5,20,0,15,5,15,5,15,5,15,5,15,5
little_char_1575.png,e,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,2,0,2,2,0,2,0,1,1,1,1,0,2,2,0,2,0,0,2,1,1,0,2,2,0,1,1,1,1,0,2,2,0,2,0
